node.label,clade,node.type,orig.node.label,num.genes.concordant.full,num.genes.concordant.partial,num.genes.discordant,num.genes.paraphyletic,num.genes.nondecisive,ES,EN,S,N,avg.ES,avg.EN,avg.S,avg.N,dS,dN,dNdS
Rattus_colletti_RAT25,Rattus_colletti_RAT25,tip,NA,9730.0,0.0,0.0,0.0,1964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Rattus_villosissimus_sample1,Rattus_villosissimus_sample1,tip,NA,5659.0,0.0,0.0,0.0,6035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Rattus_leucopus_sample1,Rattus_leucopus_sample1,tip,NA,5266.0,0.0,0.0,0.0,6428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Rattus_praetor_sample1,Rattus_praetor_sample1,tip,NA,4153.0,0.0,0.0,0.0,7541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Bandicota_indica_ABTC119185,Bandicota_indica_ABTC119185,tip,NA,8787.0,0.0,0.0,0.0,2907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Nesokia_indica_ABTC117074,Nesokia_indica_ABTC117074,tip,NA,8163.0,0.0,0.0,0.0,3531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_celebensis_NMVZ20637,Taeromys_celebensis_NMVZ20637,tip,NA,9673.0,0.0,0.0,0.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Paruromys_dominator_JAE4870,Paruromys_dominator_JAE4870,tip,NA,6837.0,0.0,0.0,0.0,4857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Lenomys_meyeri_LSUMZ39079,Lenomys_meyeri_LSUMZ39079,tip,NA,10023.0,0.0,0.0,0.0,1671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Eropeplus_canus_NMVZ21733,Eropeplus_canus_NMVZ21733,tip,NA,9393.0,0.0,0.0,0.0,2301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_punicans_MVZ225815,Taeromys_punicans_MVZ225815,tip,NA,10645.0,0.0,0.0,0.0,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_callitrichus_LSUMZ37153,Taeromys_callitrichus_LSUMZ37153,tip,NA,10097.0,0.0,0.0,0.0,1597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_taerae_LSUMZ39224,Taeromys_taerae_LSUMZ39224,tip,NA,9290.0,0.0,0.0,0.0,2404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Taeromys_hamatus_NMVZ63317,Taeromys_hamatus_NMVZ63317,tip,NA,6899.0,0.0,0.0,0.0,4795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Bunomys_chrysocomus_JAE4867,Bunomys_chrysocomus_JAE4867,tip,NA,9653.0,0.0,0.0,0.0,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Bunomys_torajae_NMVZ21736,Bunomys_torajae_NMVZ21736,tip,NA,9156.0,0.0,0.0,0.0,2538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Sundamys_annandalei_YS118,Sundamys_annandalei_YS118,tip,NA,10112.0,0.0,0.0,0.0,1582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Sundamys_muelleri_JAE1283,Sundamys_muelleri_JAE1283,tip,NA,7824.0,0.0,0.0,0.0,3870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Berylmys_bowersi_ABTC116431,Berylmys_bowersi_ABTC116431,tip,NA,9828.0,0.0,0.0,0.0,1866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Berylmys_mackenziei_ABTC116402,Berylmys_mackenziei_ABTC116402,tip,NA,6778.0,0.0,0.0,0.0,4916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Niviventer_bukit_LSUMZ38136,Niviventer_bukit_LSUMZ38136,tip,NA,10066.0,0.0,0.0,0.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Niviventer_rapit_LSUMZ38196,Niviventer_rapit_LSUMZ38196,tip,NA,9450.0,0.0,0.0,0.0,2244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Margaretamys_parvus_NMVZ21833,Margaretamys_parvus_NMVZ21833,tip,NA,10670.0,0.0,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Margaretamys_christinae_TMar1,Margaretamys_christinae_TMar1,tip,NA,9899.0,0.0,0.0,0.0,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Paucidentomys_vermidax_Z21914,Paucidentomys_vermidax_Z21914,tip,NA,9447.0,0.0,0.0,0.0,2247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Echiothrix_centrosa_Z27993,Echiothrix_centrosa_Z27993,tip,NA,8228.0,0.0,0.0,0.0,3466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Tateomys_macrocercus_Z21834,Tateomys_macrocercus_Z21834,tip,NA,7763.0,0.0,0.0,0.0,3931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Melasmothrix_naso_Z21808,Melasmothrix_naso_Z21808,tip,NA,9443.0,0.0,0.0,0.0,2251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Waiomys_mamasae_Z20624,Waiomys_mamasae_Z20624,tip,NA,9402.0,0.0,0.0,0.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Gracilimus_radix_Z08508,Gracilimus_radix_Z08508,tip,NA,10006.0,0.0,0.0,0.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Crunomys_melanius_KU168558,Crunomys_melanius_KU168558,tip,NA,10270.0,0.0,0.0,0.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Crunomys_celebensis_Z21894,Crunomys_celebensis_Z21894,tip,NA,9132.0,0.0,0.0,0.0,2562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Zyzomys_pedunculatus_Z34925,Zyzomys_pedunculatus_Z34925,tip,NA,9965.0,0.0,0.0,0.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Zyzomys_woodwardi_WAMM21724,Zyzomys_woodwardi_WAMM21724,tip,NA,8096.0,0.0,0.0,0.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_shortridgei_Z25113,Pseudomys_shortridgei_Z25113,tip,NA,9249.0,0.0,0.0,0.0,2445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_desertor_ABTC41464,Pseudomys_desertor_ABTC41464,tip,NA,9590.0,0.0,0.0,0.0,2104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_bolami_ABTC107389,Pseudomys_bolami_ABTC107389,tip,NA,9080.0,0.0,0.0,0.0,2614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_novaehollandiae_ABTC08140,Pseudomys_novaehollandiae_ABTC08140,tip,NA,9922.0,0.0,0.0,0.0,1772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_nanus_U1448,Pseudomys_nanus_U1448,tip,NA,9676.0,0.0,0.0,0.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_gracilicaudatus_ABTC08163,Pseudomys_gracilicaudatus_ABTC08163,tip,NA,9412.0,0.0,0.0,0.0,2282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_apodemoides_M16672,Pseudomys_apodemoides_M16672,tip,NA,9959.0,0.0,0.0,0.0,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudomys_albocinereus_WAMM18855,Pseudomys_albocinereus_WAMM18855,tip,NA,9359.0,0.0,0.0,0.0,2335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Notomys_alexis_U1308,Notomys_alexis_U1308,tip,NA,8974.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Notomys_aquilo_M-32455,Notomys_aquilo_M-32455,tip,NA,9811.0,0.0,0.0,0.0,1883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Solomys_salebrosus_ABTC64864,Solomys_salebrosus_ABTC64864,tip,NA,9098.0,0.0,0.0,0.0,2596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Melomys_rufescens_ABTC44798,Melomys_rufescens_ABTC44798,tip,NA,9208.0,0.0,0.0,0.0,2486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mesembriomys_macrurus_ABTC7337,Mesembriomys_macrurus_ABTC7337,tip,NA,8341.0,0.0,0.0,0.0,3353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mesembriomys_gouldii_ABTC7449,Mesembriomys_gouldii_ABTC7449,tip,NA,9997.0,0.0,0.0,0.0,1697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Conilurus_penicillatus_M14056,Conilurus_penicillatus_M14056,tip,NA,9438.0,0.0,0.0,0.0,2256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Conilurus_albipes_NMV-c7585,Conilurus_albipes_NMV-c7585,tip,NA,8768.0,0.0,0.0,0.0,2926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Leptomys_elegans_ABTC45741,Leptomys_elegans_ABTC45741,tip,NA,9972.0,0.0,0.0,0.0,1722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mirzamys_louiseae_ABTC133754,Mirzamys_louiseae_ABTC133754,tip,NA,10444.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pseudohydromys_pumehanae_ABTC43920,Pseudohydromys_pumehanae_ABTC43920,tip,NA,9923.0,0.0,0.0,0.0,1771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Microhydromys_richardsoni_ANWCM35851,Microhydromys_richardsoni_ANWCM35851,tip,NA,10279.0,0.0,0.0,0.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Hydromys_chrysogaster_Z5248,Hydromys_chrysogaster_Z5248,tip,NA,6114.0,0.0,0.0,0.0,5580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Parahydromys_asper_ABTC45798,Parahydromys_asper_ABTC45798,tip,NA,9666.0,0.0,0.0,0.0,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pogonomelomys_mayeri_AMM21849,Pogonomelomys_mayeri_AMM21849,tip,NA,9531.0,0.0,0.0,0.0,2163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Abeomelomys_sevia_KUM161018,Abeomelomys_sevia_KUM161018,tip,NA,9106.0,0.0,0.0,0.0,2588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Xenuromys_barbatus_ABTC129204,Xenuromys_barbatus_ABTC129204,tip,NA,10465.0,0.0,0.0,0.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mammelomys_lanosus_ABTC47208,Mammelomys_lanosus_ABTC47208,tip,NA,9515.0,0.0,0.0,0.0,2179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Hyomys_goliath_ABTC42697,Hyomys_goliath_ABTC42697,tip,NA,10416.0,0.0,0.0,0.0,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pogonomys_macrourus_ABTC43144,Pogonomys_macrourus_ABTC43144,tip,NA,10435.0,0.0,0.0,0.0,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Chrotomys_mindorensis_JAE520,Chrotomys_mindorensis_JAE520,tip,NA,9718.0,0.0,0.0,0.0,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Chrotomys_whiteheadi_KU168311,Chrotomys_whiteheadi_KU168311,tip,NA,9246.0,0.0,0.0,0.0,2448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Otomys_tropicalis_LSUMZ37841,Otomys_tropicalis_LSUMZ37841,tip,NA,10776.0,0.0,0.0,0.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Otomys_denti_LSUMZ37840,Otomys_denti_LSUMZ37840,tip,NA,9785.0,0.0,0.0,0.0,1909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Lemniscomys_striatus_TCD4711,Lemniscomys_striatus_TCD4711,tip,NA,8799.0,0.0,0.0,0.0,2895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Arvicanthus_neumanni_FMNH158037,Arvicanthus_neumanni_FMNH158037,tip,NA,8459.0,0.0,0.0,0.0,3235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pelomys_minor_FMNH219213,Pelomys_minor_FMNH219213,tip,NA,10423.0,0.0,0.0,0.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Pelomys_isseli_FMNH137886,Pelomys_isseli_FMNH137886,tip,NA,10417.0,0.0,0.0,0.0,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Dasymys_montanus_FMNH144389,Dasymys_montanus_FMNH144389,tip,NA,10500.0,0.0,0.0,0.0,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Dasymys_incomtus_LSUMZ37702,Dasymys_incomtus_LSUMZ37702,tip,NA,9083.0,0.0,0.0,0.0,2611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Thamnomys_venustus_LSUMZ37935,Thamnomys_venustus_LSUMZ37935,tip,NA,10593.0,0.0,0.0,0.0,1101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Thamnomys_kempi_TCD4437,Thamnomys_kempi_TCD4437,tip,NA,9690.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Aethomys_nyikae_FMNH196708,Aethomys_nyikae_FMNH196708,tip,NA,10580.0,0.0,0.0,0.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Aethomys_hindei_MVZ196257,Aethomys_hindei_MVZ196257,tip,NA,10501.0,0.0,0.0,0.0,1193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Stochomys_longicaudatus_MNHN1999459,Stochomys_longicaudatus_MNHN1999459,tip,NA,7962.0,0.0,0.0,0.0,3732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Dephomys_defua_MNHNR24062,Dephomys_defua_MNHNR24062,tip,NA,10274.0,0.0,0.0,0.0,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Malacomys_longipes_TCD4253,Malacomys_longipes_TCD4253,tip,NA,9352.0,0.0,0.0,0.0,2342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Apodemus_sylvaticus_SMG3823,Apodemus_sylvaticus_SMG3823,tip,NA,8572.0,0.0,0.0,0.0,3122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Zelotomys_woosnami_TTU-M115260,Zelotomys_woosnami_TTU-M115260,tip,NA,9527.0,0.0,0.0,0.0,2167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Colomys_goslingi_TCD4175,Colomys_goslingi_TCD4175,tip,NA,9268.0,0.0,0.0,0.0,2426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Hylomyscus_stella_LSUMZ37742,Hylomyscus_stella_LSUMZ37742,tip,NA,10628.0,0.0,0.0,0.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Hylomyscus_vulcanorum_TCD4382,Hylomyscus_vulcanorum_TCD4382,tip,NA,9375.0,0.0,0.0,0.0,2319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mus_musculoides_LSUMZ37820,Mus_musculoides_LSUMZ37820,tip,NA,10252.0,0.0,0.0,0.0,1442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mus_minutoides_10460X2,Mus_minutoides_10460X2,tip,NA,9438.0,0.0,0.0,0.0,2256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mus_cookii_10460X3,Mus_cookii_10460X3,tip,NA,10139.0,0.0,0.0,0.0,1555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Mus_cervicolor_10460X10,Mus_cervicolor_10460X10,tip,NA,10113.0,0.0,0.0,0.0,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<3>,Carpomys_melanurus_FMNH198723;Musseromys_anacuao_FMNH209523,internal,0.901/0.763,0.0,8413.0,0.0,0.0,221.0,3494360.8875662754,7729236.548716689,62515.41666666667,20349.583333333336,415.3525362612951,918.7253712964091,7.430811442608662,2.418826023218036,0.01789037213903997,0.002632806384572619,0.1471633101933843
<4>,Batomys_russatus_KU165776;Crateromys_heaneyi_KU165014,internal,0.821/0.648,0.0,6929.0,0.0,0.0,94.0,3051670.6597120333,6740712.05852273,36713.666666666664,12130.333333333332,440.4200692325059,972.8261016774037,5.298551979602636,1.7506614711117523,0.012030677868145542,0.0017995626022915703,0.14958114763062494
<5>,Rattus_argentiventer_LSUMZ38199;Rattus_hoffmanni_LSUMZ39187,internal,0.535/0.598,0.0,3692.0,0.0,0.0,731.0,1921672.0521991819,4235131.345368673,8815.666666666666,3422.333333333333,520.4962221557914,1147.1103318983405,2.387775370169736,0.926959191043698,0.0045874979846732555,0.0008080819824102562,0.17614873839945933
Rattus_exulans_sample1,Rattus_exulans_sample1,tip,NA,9319.0,0.0,0.0,0.0,2375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<7>,Rattus_colletti_RAT25;Rattus_villosissimus_sample1,internal,0.486/0.496,0.0,1531.0,0.0,0.0,395.0,810257.0626515899,1777384.6655359725,3021.166666666667,1155.8333333333335,529.2338750173676,1160.9305457452465,1.9733289788809059,0.7549531896364033,0.003728652061087639,0.0006503000480117176,0.1744062029273996
Rattus_tunneyi_RAT130,Rattus_tunneyi_RAT130,tip,NA,7761.0,0.0,0.0,0.0,3933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<10>,Paruromys_dominator_JAE4870;Taeromys_celebensis_NMVZ20637,internal,0.259/0.391,0.0,1157.0,0.0,0.0,33.0,670137.6438451818,1479220.8935611988,1749.5,642.5,579.2028036691286,1278.4968829396705,1.5121002592912705,0.5553154710458081,0.0026106577000533002,0.0004343502737128005,0.16637580396079218
<11>,Eropeplus_canus_NMVZ21733;Lenomys_meyeri_LSUMZ39079,internal,0.16/0.382,0.0,866.0,0.0,0.0,97.0,525434.0710987813,1156566.2399294216,1070.3333333333335,431.6666666666667,606.7368026544818,1335.5268359462143,1.235950731331794,0.4984603541185528,0.002037045924896087,0.00037323125279275723,0.18322181558660555
<12>,Taeromys_callitrichus_LSUMZ37153;Taeromys_punicans_MVZ225815,internal,0.713/0.793,0.0,4619.0,0.0,0.0,563.0,2373380.116843927,5231542.2245668415,14582.916666666666,6375.083333333334,513.8298585936192,1132.613601335103,3.157158836689038,1.3801869091433934,0.006144366240861044,0.001218585850917255,0.19832571873946234
<13>,Taeromys_hamatus_NMVZ63317;Taeromys_taerae_LSUMZ39224,internal,0.478/0.579,0.0,2364.0,0.0,0.0,43.0,1314589.7662788387,2876512.3325496432,3989.5,1688.4999999999998,556.0870415731129,1216.798787034536,1.6876057529610828,0.7142554991539762,0.003034787050939041,0.0005869955713012259,0.19342232632750772
<14>,Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736,internal,0.306/0.463,0.0,659.0,0.0,0.0,2396.0,291347.55117286806,643979.963919176,898.0833333333334,348.9166666666667,442.1055404747618,977.2078359926799,1.362797167425392,0.5294638340920587,0.003082515468957777,0.000541812923096561,0.1757697336973145
Bunomys_andrewsi_sample1,Bunomys_andrewsi_sample1,tip,NA,4046.0,0.0,0.0,0.0,7648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
Niviventer_lepturus_JAE4746,Niviventer_lepturus_JAE4746,tip,NA,9134.0,0.0,0.0,0.0,2560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<17>,Niviventer_bukit_LSUMZ38136;Niviventer_rapit_LSUMZ38196,internal,0.909/0.921,0.0,6306.0,0.0,0.0,1163.0,2720146.2829428865,6003376.905354948,37480.0,11187.0,431.35843370486623,952.010292634784,5.943545829368855,1.7740247383444339,0.013778670740990788,0.001863451216934475,0.13524172628574468
Tateomys_rhinogradoides_Z21785,Tateomys_rhinogradoides_Z21785,tip,NA,9749.0,0.0,0.0,0.0,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<20>,Melasmothrix_naso_Z21808;Tateomys_macrocercus_Z21834,internal,0.294/0.374,0.0,1215.0,0.0,0.0,218.0,627982.7404775949,1393667.0305045047,1667.0833333333333,905.9166666666666,516.8582226153044,1147.0510539131726,1.3720850480109739,0.7456104252400548,0.0026546642540931607,0.0006500237480244665,0.24486100154556684
<21>,Gracilimus_radix_Z08508;Waiomys_mamasae_Z20624,internal,0.874/0.833,0.0,6042.0,0.0,0.0,1386.0,2512012.6118453736,5557767.470460162,39587.5,14067.499999999998,415.75845942492117,919.8555892850317,6.552052300562727,2.328285335981463,0.015759275973904543,0.0025311422391759877,0.1606128507024849
Sommeromys_macrorhinos_Z21740,Sommeromys_macrorhinos_Z21740,tip,NA,8419.0,0.0,0.0,0.0,3275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
<22>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558,internal,0.881/0.848,0.0,3479.0,0.0,0.0,3979.0,1354100.396606687,2994159.8966597375,22574.25,7067.75,389.2211545290851,860.6380846966765,6.488718022420236,2.0315464213854555,0.016671031229715336,0.0023605118777673597,0.14159363300572897
Maxomys_musschenbroekii_sample1,Maxomys_musschenbroekii_sample1,tip,NA,4994.0,0.0,0.0,0.0,6700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN
