# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i ../03-Alignments/exonerate-filter-tests/seq/mafft-nt/ -c 75 -o ../03-Alignments/exonerate-filter-tests/seq/filter
# Runtime:        03/21/2021 00:46:27
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-filter-tests/seq/mafft-nt
# Sequence gappiness threshold:20
# Codon site gappiness threshold:75
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-filter-tests/seq/filter-seq20-site75
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-filter-tests/seq/filter-seq20-site75/aln-stats.tab
# ----------------
# 03.21.2021 | 00:46:27 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000035154-mafft-cds.fa	192	160	143.18229166666666	178	4	34	0	14	160	NA	8	158	152	147.89240506329114	146	3	NA	2	14	34	NA
ENSMUSP00000053175-mafft-cds.fa	193	359	330.64248704663214	193	0	29	0	1	359	NA	0	164	359	348.3475609756098	164	0	NA	17	1	222	NA
ENSMUSP00000078469-mafft-cds.fa	194	964	802.4948453608248	194	0	57	8	1	854	NA	0	137	964	856.0	137	0	NA	58	0	414	NA
ENSMUSP00000021056-mafft-cds.fa	194	1920	1575.1082474226805	194	0	58	0	0	1858	NA	0	136	1920	1649.4926470588234	136	0	NA	54	0	1320	NA
ENSMUSP00000034854-mafft-cds.fa	194	482	428.5257731958763	194	0	24	0	0	482	NA	22	170	460	442.1235294117647	170	0	NA	27	0	179	NA
ENSMUSP00000099468-mafft-cds.fa	194	1201	1085.0360824742268	192	1	20	0	0	1023	NA	17	174	1184	1110.287356321839	172	1	NA	52	0	715	NA
ENSMUSP00000099668-mafft-cds.fa	194	1093	830.5051546391752	192	1	112	0	0	1093	NA	0	82	1093	935.8048780487804	82	0	NA	33	0	842	NA
ENSMUSP00000062037-mafft-cds.fa	193	289	224.87564766839378	191	1	112	1	0	247	NA	0	81	289	265.9259259259259	81	0	NA	62	0	30	NA
ENSMUSP00000028179-mafft-cds.fa	194	294	192.55154639175257	194	0	164	0	4	294	NA	0	30	294	250.36666666666667	30	0	NA	59	1	71	NA
ENSMUSP00000127662-mafft-cds.fa	193	304	264.1658031088083	191	1	45	0	0	304	NA	0	148	304	289.0067567567568	146	1	NA	14	0	88	NA
ENSMUSP00000041173-mafft-cds.fa	193	788	578.2124352331606	193	0	116	0	0	763	NA	0	77	788	672.8311688311688	77	0	NA	95	0	332	NA
ENSMUSP00000129515-mafft-cds.fa	116	140	103.83620689655173	107	3	32	0	2	140	NA	0	84	140	122.52380952380952	84	0	NA	9	1	36	NA
ENSMUSP00000075658-mafft-cds.fa	194	807	563.8505154639175	194	0	151	0	2	807	NA	0	43	807	686.1860465116279	43	0	NA	127	1	391	NA
ENSMUSP00000002735-mafft-cds.fa	190	273	235.66842105263157	188	1	44	0	0	273	NA	0	146	273	253.3972602739726	144	1	NA	15	0	91	NA
ENSMUSP00000147560-mafft-cds.fa	194	488	400.78350515463916	194	0	62	0	0	488	NA	0	132	488	440.8787878787879	132	0	NA	19	0	289	NA
ENSMUSP00000027637-mafft-cds.fa	149	98	51.51006711409396	101	17	131	0	20	96	NA	0	18	98	92.22222222222223	14	2	NA	41	8	11	NA
ENSMUSP00000154340-mafft-cds.fa	190	92	87.32631578947368	169	9	1	0	0	21	NA	4	189	88	85.41798941798942	167	8	NA	0	0	13	NA
ENSMUSP00000002737-mafft-cds.fa	193	220	190.26943005181346	180	5	80	6	0	121	NA	0	113	220	218.7079646017699	107	3	NA	14	0	37	NA
ENSMUSP00000024104-mafft-cds.fa	193	449	378.01554404145077	193	0	34	2	9	411	NA	11	159	438	396.1006289308176	159	0	NA	5	9	189	NA
ENSMUSP00000024880-mafft-cds.fa	193	641	456.2953367875648	193	0	157	0	1	589	NA	0	36	641	541.6666666666666	36	0	NA	142	0	190	NA
ENSMUSP00000109234-mafft-cds.fa	194	624	329.8298969072165	194	0	193	0	0	571	NA	0	1	624	512.0	1	0	NA	624	0	0	NA
ENSMUSP00000135064-mafft-cds.fa	16	30	29.6875	10	2	0	17	25	1	NA	0	16	30	29.6875	10	2	NA	17	25	1	NA
ENSMUSP00000002740-mafft-cds.fa	189	156	147.84656084656083	164	12	19	0	0	156	NA	0	170	156	153.3764705882353	145	12	NA	1	0	46	NA
ENSMUSP00000022623-mafft-cds.fa	193	524	428.10362694300517	193	0	65	0	0	461	NA	0	128	524	481.5546875	128	0	NA	32	0	268	NA
ENSMUSP00000091895-mafft-cds.fa	191	412	339.9109947643979	191	0	84	0	3	412	NA	0	107	412	399.5981308411215	107	0	NA	30	2	63	NA
ENSMUSP00000101644-mafft-cds.fa	193	417	338.7046632124352	188	2	45	1	1	388	NA	21	148	396	358.39864864864865	143	2	NA	20	1	109	NA
ENSMUSP00000033602-mafft-cds.fa	193	301	248.56476683937825	184	3	60	3	0	268	NA	0	133	301	273.45112781954884	124	3	NA	40	0	107	NA
ENSMUSP00000086615-mafft-cds.fa	194	1204	383.159793814433	194	0	194	0	74	1176	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000023630-mafft-cds.fa	191	289	175.06806282722513	185	2	148	0	6	289	NA	0	43	289	263.25581395348837	43	0	NA	22	4	102	NA
ENSMUSP00000022511-mafft-cds.fa	194	1425	1101.1855670103093	194	0	130	22	2	1315	NA	0	64	1425	1211.359375	64	0	NA	246	0	729	NA
ENSMUSP00000100617-mafft-cds.fa	149	481	344.16107382550337	147	1	88	8	0	376	NA	0	61	481	447.0	61	0	NA	133	0	100	NA
ENSMUSP00000049663-mafft-cds.fa	194	557	470.52061855670104	194	0	51	1	1	488	NA	0	143	557	498.993006993007	143	0	NA	6	0	440	NA
ENSMUSP00000052989-mafft-cds.fa	188	501	472.2925531914894	188	0	21	0	1	475	NA	0	167	501	493.0	167	0	NA	8	1	109	NA
ENSMUSP00000037890-mafft-cds.fa	193	502	314.4507772020725	193	0	147	0	11	502	NA	0	46	502	427.1521739130435	46	0	NA	71	3	164	NA
ENSMUSP00000074581-mafft-cds.fa	191	337	323.05759162303667	189	1	15	7	0	258	NA	0	176	337	331.28409090909093	174	1	NA	16	0	92	NA
ENSMUSP00000130176-mafft-cds.fa	194	380	328.3917525773196	192	1	45	11	0	348	NA	0	149	380	351.6711409395973	147	1	NA	20	0	249	NA
ENSMUSP00000047325-mafft-cds.fa	193	957	811.4455958549223	193	0	39	11	0	823	NA	25	154	932	836.4285714285714	154	0	NA	48	0	509	NA
ENSMUSP00000006565-mafft-cds.fa	193	516	458.33678756476684	193	0	30	0	16	487	NA	18	163	498	469.2147239263804	163	0	NA	5	10	304	NA
ENSMUSP00000150251-mafft-cds.fa	10	326	194.2	10	0	9	6	0	222	NA	0	1	326	321.0	1	0	NA	326	0	0	NA
ENSMUSP00000076224-mafft-cds.fa	193	757	703.0310880829015	193	0	10	25	0	572	NA	0	183	757	712.8360655737705	183	0	NA	39	0	413	NA
ENSMUSP00000109951-mafft-cds.fa	194	876	842.4536082474227	194	0	6	24	0	673	NA	0	188	876	852.7659574468086	188	0	NA	29	0	539	NA
ENSMUSP00000017348-mafft-cds.fa	194	411	386.88659793814435	194	0	16	2	1	298	NA	0	178	411	397.2584269662921	178	0	NA	3	1	294	NA
ENSMUSP00000121046-mafft-cds.fa	193	418	374.2849740932642	193	0	14	3	0	319	NA	23	179	395	377.7486033519553	179	0	NA	11	0	168	NA
ENSMUSP00000149472-mafft-cds.fa	12	318	201.75	12	0	10	3	0	161	NA	0	2	318	312.0	2	0	NA	61	0	0	NA
ENSMUSP00000134177-mafft-cds.fa	3	133	76.66666666666667	3	0	2	0	0	36	NA	0	1	133	133.0	1	0	NA	133	0	0	NA
ENSMUSP00000031246-mafft-cds.fa	193	352	249.0777202072539	191	1	167	0	1	352	NA	0	26	352	285.96153846153845	26	0	NA	99	0	72	NA
ENSMUSP00000080443-mafft-cds.fa	185	305	288.3891891891892	185	0	15	2	1	260	NA	0	170	305	297.0	170	0	NA	9	1	97	NA
ENSMUSP00000007814-mafft-cds.fa	194	706	574.5721649484536	194	0	70	2	3	646	NA	0	124	706	600.8548387096774	124	0	NA	91	1	244	NA
ENSMUSP00000030289-mafft-cds.fa	194	795	707.3453608247422	194	0	22	8	6	721	NA	15	172	780	724.6337209302326	172	0	NA	21	5	347	NA
ENSMUSP00000049705-mafft-cds.fa	193	1255	988.4818652849741	193	0	65	0	6	1255	NA	0	128	1255	1137.1875	128	0	NA	32	2	838	NA
ENSMUSP00000006557-mafft-cds.fa	194	263	240.79896907216494	176	8	3	10	0	146	NA	21	191	242	240.3979057591623	171	9	NA	34	0	8	NA
ENSMUSP00000053869-mafft-cds.fa	136	851	719.9264705882352	134	1	36	0	0	851	NA	0	100	851	828.41	98	1	NA	175	0	25	NA
ENSMUSP00000157119-mafft-cds.fa	184	92	25.28804347826087	75	16	183	1	0	69	NA	0	1	92	92.0	1	0	NA	92	0	0	NA
ENSMUSP00000097422-mafft-cds.fa	5	326	211.0	5	0	4	21	0	143	NA	0	1	326	326.0	1	0	NA	326	0	0	NA
ENSMUSP00000072724-mafft-cds.fa	191	757	654.9057591623036	191	0	45	0	1	757	NA	0	146	757	728.6780821917808	146	0	NA	34	0	365	NA
ENSMUSP00000150712-mafft-cds.fa	17	313	208.2941176470588	17	0	15	2	1	183	NA	0	2	313	300.5	2	0	NA	58	0	0	NA
ENSMUSP00000125836-mafft-cds.fa	193	645	481.35751295336786	193	0	117	0	1	645	NA	0	76	645	554.4868421052631	76	0	NA	69	0	321	NA
ENSMUSP00000031287-mafft-cds.fa	193	387	319.57512953367876	193	0	51	0	1	387	NA	0	142	387	356.69718309859155	142	0	NA	39	0	127	NA
ENSMUSP00000045608-mafft-cds.fa	192	179	172.67708333333334	179	6	6	0	0	142	NA	4	186	175	173.09139784946237	172	6	NA	19	0	32	NA
ENSMUSP00000105497-mafft-cds.fa	193	879	735.0259067357513	193	0	65	0	0	878	NA	0	128	879	784.6328125	128	0	NA	23	0	677	NA
ENSMUSP00000020490-mafft-cds.fa	193	341	243.9015544041451	191	1	125	0	0	341	NA	0	68	341	292.54411764705884	66	1	NA	125	0	90	NA
ENSMUSP00000149209-mafft-cds.fa	8	313	229.5	8	0	6	4	0	123	NA	0	2	313	304.0	2	0	NA	55	0	0	NA
ENSMUSP00000154299-mafft-cds.fa	192	105	98.23958333333333	156	13	12	0	1	105	NA	0	180	105	100.63888888888889	144	13	NA	4	1	22	NA
ENSMUSP00000156500-mafft-cds.fa	194	582	544.2731958762887	192	1	5	3	10	388	NA	18	189	564	547.1746031746031	187	1	NA	4	10	358	NA
ENSMUSP00000013845-mafft-cds.fa	193	205	166.19689119170985	193	0	51	0	16	205	NA	0	142	205	177.71830985915494	142	0	NA	0	14	56	NA
ENSMUSP00000034749-mafft-cds.fa	193	363	280.37823834196894	191	1	103	0	0	363	NA	0	90	363	320.0777777777778	90	0	NA	55	0	158	NA
ENSMUSP00000104550-mafft-cds.fa	192	269	199.296875	190	1	171	0	0	269	NA	0	21	269	238.61904761904762	21	0	NA	93	0	54	NA
ENSMUSP00000018556-mafft-cds.fa	194	1044	937.5051546391752	194	0	16	9	1	868	NA	31	178	1013	949.7359550561798	178	0	NA	137	1	540	NA
ENSMUSP00000027966-mafft-cds.fa	193	329	284.39896373056996	193	0	38	1	0	266	NA	14	155	315	292.76129032258063	155	0	NA	1	0	216	NA
ENSMUSP00000098288-mafft-cds.fa	194	479	460.08762886597935	194	0	7	0	6	266	NA	0	187	479	465.18716577540107	187	0	NA	15	6	229	NA
ENSMUSP00000034793-mafft-cds.fa	193	418	294.5284974093264	193	0	161	7	1	267	NA	0	32	418	371.3125	32	0	NA	124	0	114	NA
ENSMUSP00000099881-mafft-cds.fa	194	216	207.63917525773195	182	6	13	0	0	175	NA	0	181	216	212.66298342541435	169	6	NA	11	0	95	NA
ENSMUSP00000000304-mafft-cds.fa	193	197	142.60103626943004	190	1	118	0	0	197	NA	0	75	197	174.10666666666665	72	1	NA	22	0	26	NA
ENSMUSP00000077606-mafft-cds.fa	194	656	442.71649484536084	194	0	162	0	0	621	NA	0	32	656	552.71875	32	0	NA	110	0	257	NA
ENSMUSP00000128271-mafft-cds.fa	194	375	360.0927835051546	183	5	5	12	0	201	NA	0	189	375	363.005291005291	178	5	NA	24	0	116	NA
ENSMUSP00000152473-mafft-cds.fa	193	519	477.8756476683938	191	1	7	0	1	460	NA	0	186	519	482.752688172043	184	1	NA	13	1	292	NA
ENSMUSP00000082952-mafft-cds.fa	193	425	228.3782383419689	193	0	192	0	0	425	NA	0	1	425	365.0	1	0	NA	425	0	0	NA
ENSMUSP00000130407-mafft-cds.fa	171	153	54.058479532163744	122	15	170	0	0	153	NA	0	1	153	150.0	1	0	NA	153	0	0	NA
ENSMUSP00000142807-mafft-cds.fa	193	467	397.86528497409324	193	0	50	0	0	467	NA	0	143	467	427.5804195804196	143	0	NA	10	0	314	NA
ENSMUSP00000102240-mafft-cds.fa	193	315	249.09326424870466	189	2	77	0	0	315	NA	0	116	315	278.7844827586207	112	2	NA	12	0	189	NA
ENSMUSP00000157208-mafft-cds.fa	193	359	293.75129533678756	191	1	64	0	1	359	NA	0	129	359	321.0	129	0	NA	22	1	179	NA
ENSMUSP00000110859-mafft-cds.fa	193	876	632.1502590673575	193	0	163	0	0	850	NA	0	30	876	732.2	30	0	NA	123	0	489	NA
ENSMUSP00000030436-mafft-cds.fa	189	145	135.24867724867724	171	6	7	1	2	91	NA	4	182	141	134.94505494505495	164	6	NA	1	2	48	NA
ENSMUSP00000043691-mafft-cds.fa	193	1607	742.5233160621761	193	0	192	0	1	1606	NA	0	1	1607	1318.0	1	0	NA	1607	0	0	NA
ENSMUSP00000017365-mafft-cds.fa	194	536	459.94329896907215	191	1	38	0	1	536	NA	29	156	507	483.3333333333333	153	1	NA	13	0	304	NA
ENSMUSP00000120830-mafft-cds.fa	194	782	555.7371134020618	194	0	133	0	0	782	NA	0	61	782	678.5901639344262	61	0	NA	22	0	572	NA
ENSMUSP00000037356-mafft-cds.fa	193	529	478.32124352331607	193	0	19	0	1	529	NA	13	174	516	484.2298850574713	174	0	NA	17	1	272	NA
ENSMUSP00000027802-mafft-cds.fa	193	321	278.9896373056995	193	0	44	0	1	321	NA	5	149	316	296.22147651006713	149	0	NA	5	1	242	NA
ENSMUSP00000108326-mafft-cds.fa	193	380	345.0362694300518	193	0	25	0	1	380	NA	7	168	373	356.0059523809524	168	0	NA	0	1	185	NA
ENSMUSP00000110593-mafft-cds.fa	194	1402	1296.9226804123712	194	0	14	1	0	1298	NA	0	180	1402	1331.6555555555556	180	0	NA	28	0	946	NA
ENSMUSP00000117583-mafft-cds.fa	186	58	49.236559139784944	144	12	66	0	1	58	NA	0	120	58	56.90833333333333	101	6	NA	5	0	1	NA
ENSMUSP00000156847-mafft-cds.fa	192	131	124.77604166666667	177	4	8	0	1	60	NA	0	184	131	126.61413043478261	169	4	NA	0	1	25	NA
ENSMUSP00000078540-mafft-cds.fa	194	1064	838.5979381443299	194	0	83	0	2	1064	NA	0	111	1064	933.3063063063063	111	0	NA	44	1	858	NA
ENSMUSP00000092242-mafft-cds.fa	193	254	209.0259067357513	193	0	42	0	4	193	NA	21	151	233	217.27814569536423	151	0	NA	13	3	110	NA
ENSMUSP00000084838-mafft-cds.fa	192	245	185.02083333333334	188	2	105	0	0	245	NA	0	87	245	222.93103448275863	83	2	NA	34	0	76	NA
ENSMUSP00000106410-mafft-cds.fa	194	887	768.5309278350516	194	0	39	0	15	786	NA	32	155	855	803.1354838709677	155	0	NA	35	14	622	NA
ENSMUSP00000133216-mafft-cds.fa	179	863	809.4860335195531	179	0	27	1	0	676	NA	0	152	863	846.2763157894736	152	0	NA	42	0	208	NA
ENSMUSP00000037257-mafft-cds.fa	193	287	121.81865284974093	175	5	184	0	0	278	NA	0	9	287	257.1111111111111	9	0	NA	136	0	70	NA
ENSMUSP00000136467-mafft-cds.fa	193	493	345.6943005181347	193	0	132	0	0	493	NA	0	61	493	436.7049180327869	61	0	NA	44	0	329	NA
ENSMUSP00000064084-mafft-cds.fa	194	1056	848.979381443299	194	0	77	0	10	1038	NA	0	117	1056	946.9145299145299	117	0	NA	16	10	587	NA
ENSMUSP00000037238-mafft-cds.fa	193	403	291.04145077720204	191	1	111	0	1	403	NA	0	82	403	351.6707317073171	80	1	NA	61	0	220	NA
ENSMUSP00000113527-mafft-cds.fa	193	698	634.740932642487	193	0	22	0	0	698	NA	9	171	689	652.9941520467836	171	0	NA	0	0	663	NA
ENSMUSP00000013559-mafft-cds.fa	194	601	386.4020618556701	194	0	185	0	11	601	NA	0	9	601	501.55555555555554	9	0	NA	290	0	105	NA
ENSMUSP00000128391-mafft-cds.fa	193	520	435.2642487046632	193	0	72	0	0	520	NA	0	121	520	489.8181818181818	121	0	NA	13	0	324	NA
ENSMUSP00000034594-mafft-cds.fa	190	610	410.94736842105266	190	0	149	0	0	610	NA	0	41	610	513.2439024390244	41	0	NA	87	0	250	NA
ENSMUSP00000146101-mafft-cds.fa	194	956	723.9742268041238	194	0	111	0	1	901	NA	0	83	956	837.6987951807229	83	0	NA	73	1	399	NA
ENSMUSP00000156005-mafft-cds.fa	193	147	119.89119170984456	163	11	98	0	0	147	NA	0	95	147	146.70526315789473	83	5	NA	20	0	4	NA
ENSMUSP00000113499-mafft-cds.fa	193	471	385.53367875647666	193	0	58	0	0	471	NA	0	135	471	420.8222222222222	135	0	NA	22	0	223	NA
ENSMUSP00000107233-mafft-cds.fa	193	1166	841.259067357513	193	0	137	0	0	1102	NA	0	56	1166	992.125	56	0	NA	103	0	508	NA
ENSMUSP00000068971-mafft-cds.fa	193	451	327.2279792746114	193	0	142	0	0	451	NA	0	51	451	423.0	51	0	NA	69	0	89	NA
ENSMUSP00000094882-mafft-cds.fa	193	2299	1539.8756476683939	193	0	180	0	0	2299	NA	0	13	2299	1899.3076923076924	13	0	NA	883	0	753	NA
ENSMUSP00000118125-mafft-cds.fa	193	303	191.8341968911917	191	1	166	0	0	273	NA	0	27	303	248.40740740740742	27	0	NA	138	0	58	NA
ENSMUSP00000158711-mafft-cds.fa	176	464	83.86363636363636	139	14	175	0	0	464	NA	0	1	464	441.0	1	0	NA	464	0	0	NA
ENSMUSP00000102923-mafft-cds.fa	190	214	181.7	178	6	56	0	1	182	NA	0	134	214	195.82835820895522	126	4	NA	26	1	21	NA
ENSMUSP00000088057-mafft-cds.fa	194	238	192.02061855670104	190	1	75	2	56	202	NA	0	119	238	213.2268907563025	119	0	NA	12	47	161	NA
ENSMUSP00000039452-mafft-cds.fa	194	4047	1338.2164948453608	194	0	194	0	1	4002	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000065877-mafft-cds.fa	193	449	354.61139896373055	193	0	58	0	0	449	NA	0	135	449	391.837037037037	135	0	NA	20	0	125	NA
ENSMUSP00000038653-mafft-cds.fa	193	1221	937.3782383419689	193	0	80	4	0	1194	NA	0	113	1221	1095.3008849557523	113	0	NA	74	0	612	NA
