# CDS alignment filter
# PYTHON VERSION: 3.8.8
# Script call:    06_aln_filter.py -i /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f175/mafft//nt/ -f 175 -c 75 -o /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f175/mafft-trimmed
# Runtime:        05/07/2021 15:51:37
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f175/mafft/nt
# Sequence gappiness threshold:20
# Codon site gappiness threshold:75
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f175/mafft-trimmed-f175-seq20-site75
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/03-Alignments/exonerate-tests-rat/f175/mafft-trimmed-f175-seq20-site75/aln-stats-f175-seq20-site75.tab
# ----------------
# 05.07.2021 | 15:51:37 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post stop codons	post percent sites with gap	post gappy sites
ENSMUSP00000027198-mafft-cds.fa	188	207	198.44148936170214	175	5	25	0	0	184	184	0	163	207	205.15337423312883	154	3	0	10	0	46	46
ENSMUSP00000027215-mafft-cds.fa	188	224	199.75531914893617	149	15	8	8	0	148	126	22	180	202	198.76111111111112	141	15	0	23	0	15	12
ENSMUSP00000027217-mafft-cds.fa	171	52	51.94736842105263	109	16	0	5	0	1	1	0	171	52	51.94736842105263	109	16	0	5	0	1	1
ENSMUSP00000027226-mafft-cds.fa	188	225	200.39361702127658	186	1	31	0	0	225	223	4	157	221	210.29936305732485	155	1	0	6	0	135	135
ENSMUSP00000027231-mafft-cds.fa	188	485	456.3563829787234	186	1	6	0	0	450	449	0	182	485	459.8241758241758	180	1	0	5	0	431	430
ENSMUSP00000027233-mafft-cds.fa	188	574	531.6489361702128	188	0	20	15	0	401	399	0	168	574	543.952380952381	168	0	0	17	0	311	309
ENSMUSP00000027237-mafft-cds.fa	186	218	203.1451612903226	186	0	32	0	0	182	179	3	154	215	212.69480519480518	154	0	0	10	0	35	34
ENSMUSP00000027241-mafft-cds.fa	187	201	181.71657754010695	183	2	27	0	1	201	195	9	160	192	188.6	156	2	0	3	0	65	64
ENSMUSP00000027243-mafft-cds.fa	174	54	53.7183908045977	143	9	0	0	2	3	3	0	174	54	53.7183908045977	143	9	0	0	2	3	3
ENSMUSP00000027247-mafft-cds.fa	188	146	137.5212765957447	182	3	21	1	0	83	82	0	167	146	142.38323353293413	161	3	0	3	0	29	28
ENSMUSP00000027249-mafft-cds.fa	175	41	33.62285714285714	70	22	1	4	0	8	1	7	174	34	33.00574712643678	66	22	0	5	0	1	0
ENSMUSP00000027251-mafft-cds.fa	188	904	824.6542553191489	188	0	21	7	1	834	819	9	167	895	849.437125748503	167	0	0	9	1	554	544
ENSMUSP00000027263-mafft-cds.fa	188	368	301.8244680851064	186	1	87	2	27	298	282	0	101	368	349.0693069306931	101	0	0	43	18	98	82
ENSMUSP00000027265-mafft-cds.fa	188	411	390.40425531914894	186	1	12	0	0	297	297	0	176	411	397.8806818181818	174	1	0	10	0	186	186
ENSMUSP00000027267-mafft-cds.fa	188	713	669.9042553191489	186	1	11	0	7	614	597	17	177	696	673.3954802259886	175	1	0	13	7	346	338
ENSMUSP00000027269-mafft-cds.fa	187	252	211.9144385026738	171	8	81	0	0	177	174	0	106	252	248.30188679245282	100	3	0	68	0	28	25
ENSMUSP00000027271-mafft-cds.fa	188	145	139.50531914893617	163	10	6	0	0	145	145	0	182	145	141.63736263736263	157	10	0	10	0	21	21
ENSMUSP00000027287-mafft-cds.fa	188	652	594.9468085106383	188	0	21	3	0	608	594	16	167	636	609.185628742515	167	0	0	5	0	551	551
ENSMUSP00000027291-mafft-cds.fa	188	473	422.9414893617021	188	0	34	0	0	413	410	0	154	473	446.02597402597405	154	0	0	7	0	374	371
ENSMUSP00000027297-mafft-cds.fa	174	50	49.99425287356322	103	24	0	7	0	0	0	0	174	50	49.99425287356322	103	24	0	7	0	0	0
ENSMUSP00000027302-mafft-cds.fa	188	190	181.7872340425532	180	4	8	1	0	113	111	0	180	190	184.16666666666666	172	4	0	2	0	86	84
ENSMUSP00000027303-mafft-cds.fa	188	249	246.18617021276594	180	4	4	3	0	187	187	0	184	249	247.70108695652175	176	4	0	10	0	69	69
ENSMUSP00000027312-mafft-cds.fa	188	116	104.23404255319149	149	13	38	0	0	116	116	0	150	116	115.08	123	8	0	6	0	23	23
ENSMUSP00000027322-mafft-cds.fa	188	192	175.89893617021278	186	1	34	0	0	192	191	0	154	192	190.3896103896104	154	0	0	7	0	33	32
ENSMUSP00000027331-mafft-cds.fa	184	155	124.03260869565217	180	2	85	0	0	155	153	0	99	155	152.31313131313132	97	1	0	19	0	13	11
ENSMUSP00000027339-mafft-cds.fa	188	72	60.3031914893617	67	18	70	0	0	72	72	0	118	72	71.63559322033899	41	12	0	16	0	13	13
ENSMUSP00000027356-mafft-cds.fa	188	283	265.93617021276594	182	2	31	0	0	283	281	4	157	279	277.312101910828	151	2	0	18	0	48	48
ENSMUSP00000027366-mafft-cds.fa	188	610	545.2340425531914	188	0	25	0	4	566	560	6	163	604	560.6687116564417	163	0	0	6	2	479	477
ENSMUSP00000027367-mafft-cds.fa	188	239	195.45744680851064	188	0	62	0	1	239	223	0	126	239	215.36507936507937	126	0	0	15	1	99	83
ENSMUSP00000027368-mafft-cds.fa	188	422	354.5159574468085	188	0	59	0	0	374	366	0	129	422	377.3643410852713	129	0	0	16	0	296	288
ENSMUSP00000027379-mafft-cds.fa	188	279	246.84574468085106	186	1	28	0	0	279	271	7	160	272	258.6875	158	1	0	0	0	226	224
ENSMUSP00000027384-mafft-cds.fa	188	535	469.6170212765957	188	0	33	2	30	505	488	16	155	519	487.31612903225806	155	0	0	8	27	335	326
ENSMUSP00000027393-mafft-cds.fa	188	403	377.52127659574467	188	0	17	0	1	379	372	0	171	403	388.719298245614	171	0	0	1	1	235	228
ENSMUSP00000027396-mafft-cds.fa	188	507	472.70212765957444	188	0	5	18	46	312	293	20	183	487	474.1803278688525	183	0	0	28	45	205	205
ENSMUSP00000027401-mafft-cds.fa	188	229	205.73936170212767	178	5	20	0	0	229	229	0	168	229	216.6547619047619	158	5	0	21	0	113	113
ENSMUSP00000027404-mafft-cds.fa	188	730	646.5904255319149	188	0	21	11	0	551	510	41	167	689	655.9161676646706	167	0	0	17	0	451	447
ENSMUSP00000027405-mafft-cds.fa	188	473	441.1914893617021	188	0	29	3	1	421	413	6	159	467	456.30817610062894	159	0	0	4	0	271	267
ENSMUSP00000027409-mafft-cds.fa	188	248	214.17021276595744	188	0	21	0	0	248	228	21	167	227	218.47305389221557	167	0	0	21	0	81	81
ENSMUSP00000027414-mafft-cds.fa	188	995	911.6170212765958	186	1	19	0	0	909	878	31	169	964	926.5562130177515	167	1	0	5	0	648	643
ENSMUSP00000027422-mafft-cds.fa	188	415	399.15425531914894	186	1	18	0	0	381	379	4	170	411	408.16470588235296	168	1	0	17	0	95	95
ENSMUSP00000027425-mafft-cds.fa	187	129	118.03208556149733	169	6	51	0	0	129	129	0	136	129	128.6985294117647	120	5	0	17	0	0	0
ENSMUSP00000027429-mafft-cds.fa	188	81	76.34042553191489	159	12	19	0	0	81	81	0	169	81	80.28994082840237	140	12	0	0	0	34	34
ENSMUSP00000027431-mafft-cds.fa	188	487	416.59574468085106	186	1	85	5	7	423	415	0	103	487	472.6407766990291	101	1	0	27	7	137	129
ENSMUSP00000027432-mafft-cds.fa	188	665	629.75	186	1	9	16	2	489	480	7	179	658	633.9385474860335	177	1	0	17	2	427	422
ENSMUSP00000027438-mafft-cds.fa	188	735	647.6223404255319	188	0	5	3	17	488	414	89	183	646	615.7322404371585	183	0	0	3	15	363	343
ENSMUSP00000027444-mafft-cds.fa	188	55	52.28191489361702	87	19	18	0	0	55	55	0	170	55	54.99411764705882	78	15	0	14	0	0	0
ENSMUSP00000027449-mafft-cds.fa	174	97	95.33333333333333	118	14	1	7	0	21	20	0	173	97	95.51445086705202	117	14	0	14	0	12	11
ENSMUSP00000027455-mafft-cds.fa	188	367	329.8829787234043	188	0	30	0	0	367	367	0	158	367	349.09493670886076	158	0	0	8	0	198	198
ENSMUSP00000027463-mafft-cds.fa	188	401	359.2340425531915	184	2	27	0	0	401	385	18	161	383	372.46583850931677	157	2	0	11	0	210	210
ENSMUSP00000027464-mafft-cds.fa	188	275	235.2712765957447	188	0	115	0	0	216	215	0	73	275	273.28767123287673	73	0	0	37	0	19	18
ENSMUSP00000027467-mafft-cds.fa	188	273	250.5159574468085	186	1	14	0	0	273	259	18	174	255	253.01149425287358	172	1	0	19	0	33	33
ENSMUSP00000027487-mafft-cds.fa	188	399	367.15425531914894	186	1	26	6	0	340	340	0	162	399	385.48765432098764	160	1	0	21	0	266	266
ENSMUSP00000027488-mafft-cds.fa	188	597	511.86170212765956	188	0	36	0	12	518	485	36	152	561	526.1578947368421	152	0	0	14	11	272	269
ENSMUSP00000027491-mafft-cds.fa	188	165	140.49468085106383	178	4	77	0	1	111	110	0	111	165	160.8108108108108	107	2	0	9	1	47	46
ENSMUSP00000027493-mafft-cds.fa	188	1096	945.3617021276596	186	1	46	0	11	1096	1072	0	142	1096	1012.1056338028169	140	1	0	14	9	697	673
ENSMUSP00000027498-mafft-cds.fa	188	337	306.25	188	0	20	9	2	297	297	0	168	337	317.3809523809524	168	0	0	34	2	197	197
ENSMUSP00000027502-mafft-cds.fa	188	365	328.8244680851064	186	1	28	0	12	365	358	9	160	356	339.89375	158	1	0	4	9	280	278
ENSMUSP00000027503-mafft-cds.fa	174	30	29.942528735632184	38	18	0	7	0	4	4	0	174	30	29.942528735632184	38	18	0	7	0	4	4
ENSMUSP00000027505-mafft-cds.fa	188	211	195.1968085106383	180	4	20	1	1	189	188	0	168	211	200.91071428571428	160	4	0	7	1	86	85
ENSMUSP00000027517-mafft-cds.fa	188	637	562.0053191489362	188	0	27	0	0	567	552	18	161	619	575.8509316770186	161	0	0	13	0	344	342
ENSMUSP00000027521-mafft-cds.fa	188	728	681.4840425531914	188	0	11	5	0	549	529	21	177	707	689.1638418079096	175	1	0	11	0	441	440
ENSMUSP00000027528-mafft-cds.fa	188	251	225.6595744680851	186	1	38	0	0	251	251	0	150	251	243.71333333333334	148	1	0	4	0	128	128
ENSMUSP00000027529-mafft-cds.fa	169	31	30.988165680473372	87	17	0	1	0	1	1	0	169	31	30.988165680473372	87	17	0	1	0	1	1
ENSMUSP00000027532-mafft-cds.fa	188	166	160.63829787234042	182	2	18	0	0	166	165	0	170	166	164.64117647058825	164	2	0	11	0	4	3
ENSMUSP00000027533-mafft-cds.fa	188	337	282.27127659574467	188	0	60	0	0	337	336	0	128	337	322.4609375	128	0	0	12	0	168	167
ENSMUSP00000027559-mafft-cds.fa	187	309	264.96256684491976	187	0	39	0	0	309	291	6	148	303	279.7027027027027	148	0	0	4	0	156	154
ENSMUSP00000027564-mafft-cds.fa	188	315	296.48936170212767	184	1	16	4	0	196	195	0	172	315	308.6511627906977	168	1	0	14	0	79	78
ENSMUSP00000027566-mafft-cds.fa	187	224	205.91978609625667	182	2	25	0	0	224	224	0	162	224	218.40123456790124	157	2	0	7	0	86	86
ENSMUSP00000027580-mafft-cds.fa	188	325	313.3670212765957	182	2	10	13	0	202	202	0	178	325	317.8370786516854	172	2	0	27	0	199	199
ENSMUSP00000027585-mafft-cds.fa	188	88	66.22872340425532	121	21	187	10	0	49	30	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSP00000027592-mafft-cds.fa	186	144	130.6451612903226	163	8	30	0	0	144	140	4	156	140	137.85897435897436	133	8	0	15	0	3	1
ENSMUSP00000027601-mafft-cds.fa	188	306	288.65425531914894	186	1	16	0	0	264	264	0	172	306	296.7674418604651	170	1	0	10	0	142	142
ENSMUSP00000027602-mafft-cds.fa	188	300	255.39893617021278	180	4	25	0	3	241	207	37	163	263	259.1411042944785	155	4	0	36	2	27	26
ENSMUSP00000027603-mafft-cds.fa	151	94	65.35761589403974	114	11	95	0	0	94	94	0	56	94	93.32142857142857	52	2	0	12	0	5	5
ENSMUSP00000027615-mafft-cds.fa	187	501	469.59893048128345	187	0	22	3	5	379	376	4	165	497	483.41212121212124	165	0	0	7	5	375	374
ENSMUSP00000027623-mafft-cds.fa	186	57	55.66129032258065	66	23	9	0	0	57	57	0	177	57	57.0	63	20	0	12	0	0	0
ENSMUSP00000027629-mafft-cds.fa	188	339	261.7340425531915	186	1	92	0	0	339	323	0	96	339	301.8333333333333	94	1	0	4	0	272	256
ENSMUSP00000027643-mafft-cds.fa	162	27	27.0	52	18	0	4	0	0	0	0	162	27	27.0	52	18	0	4	0	0	0
ENSMUSP00000027655-mafft-cds.fa	188	393	352.97340425531917	188	0	43	0	1	393	385	8	145	385	376.1862068965517	145	0	0	21	0	114	110
ENSMUSP00000027667-mafft-cds.fa	188	493	476.23936170212767	186	1	5	12	0	312	311	0	183	493	479.62841530054646	181	1	0	14	0	312	311
ENSMUSP00000027682-mafft-cds.fa	188	484	384.4414893617021	186	1	103	0	0	484	481	0	85	484	470.52941176470586	83	1	0	38	0	185	182
ENSMUSP00000027684-mafft-cds.fa	188	142	109.88829787234043	157	13	88	0	0	142	127	0	100	142	127.1	83	7	0	28	0	15	0
ENSMUSP00000027687-mafft-cds.fa	188	147	130.85106382978722	182	3	59	0	0	147	145	0	129	147	144.4418604651163	125	2	0	15	0	17	15
ENSMUSP00000027688-mafft-cds.fa	188	228	206.11702127659575	186	1	47	0	1	169	168	0	141	228	220.29787234042553	139	1	0	15	0	79	78
ENSMUSP00000027693-mafft-cds.fa	188	180	156.7872340425532	186	1	71	0	4	180	178	0	117	180	177.2136752136752	117	0	0	11	4	27	25
ENSMUSP00000027696-mafft-cds.fa	188	364	348.04787234042556	185	1	8	1	10	298	293	4	180	360	351.35	177	1	0	3	9	151	148
ENSMUSP00000027697-mafft-cds.fa	188	411	321.95212765957444	188	0	84	0	0	411	375	0	104	411	359.47115384615387	104	0	0	14	0	277	241
ENSMUSP00000027706-mafft-cds.fa	176	732	663.4261363636364	176	0	35	0	1	732	729	0	141	732	718.5531914893617	141	0	0	60	1	188	185
ENSMUSP00000027726-mafft-cds.fa	188	296	271.3351063829787	188	0	28	0	0	296	296	0	160	296	283.98125	160	0	0	2	0	250	250
ENSMUSP00000027727-mafft-cds.fa	187	244	202.8235294117647	178	4	71	0	1	244	244	0	116	244	229.23275862068965	107	4	0	1	0	170	170
ENSMUSP00000027740-mafft-cds.fa	188	176	146.64361702127658	182	3	65	0	0	176	175	0	123	176	165.3170731707317	117	3	0	20	0	87	86
ENSMUSP00000027741-mafft-cds.fa	188	449	425.31382978723406	186	1	10	0	7	362	358	4	178	445	429.57865168539325	176	1	0	1	7	267	265
ENSMUSP00000027743-mafft-cds.fa	187	118	108.7379679144385	141	15	39	0	0	118	118	0	148	118	118.0	104	14	0	25	0	0	0
ENSMUSP00000027748-mafft-cds.fa	188	111	94.70212765957447	156	13	38	0	0	111	111	0	150	111	103.58	128	9	0	6	0	22	22
ENSMUSP00000027752-mafft-cds.fa	188	1088	1011.6117021276596	188	0	13	0	0	1017	1017	0	175	1088	1027.8457142857144	175	0	0	0	0	899	899
ENSMUSP00000027766-mafft-cds.fa	188	470	423.5	186	1	20	3	1	386	382	4	168	466	436.85714285714283	166	1	0	18	1	308	306
ENSMUSP00000027768-mafft-cds.fa	188	951	895.6968085106383	188	0	4	5	1	808	783	21	184	930	899.3641304347826	184	0	0	5	1	786	780
ENSMUSP00000027769-mafft-cds.fa	188	272	201.13297872340425	178	5	103	3	5	220	204	0	85	272	249.51764705882354	83	1	0	23	4	69	53
ENSMUSP00000027775-mafft-cds.fa	186	51	48.75268817204301	132	23	16	0	0	51	51	0	170	51	50.99411764705882	122	21	0	4	0	0	0
