# GFF/GTF parsing and conversion.
# PYTHON VERSION: 3.8.5
# Script call:    /home/gt156213e/bin/core/gxf_parse.py -i ../Reference-genomes/Rnor6/Rattus_norvegicus.Rnor_6.0.99.gtf.gz -s ensembl -p ENSRNO -o rnor6-transcripts.tab --nogenes --noexons
# Runtime:        12/04/2020 10:27:13
# ----------------
# Input file:            ../Reference-genomes/Rnor6/Rattus_norvegicus.Rnor_6.0.99.gtf.gz
# Input source:          ensembl
# Feature ID prefix:     ENSRNO
# Output file:           rnor6-transcripts.tab
# --nogenes set:         Not writing gene coordinates and IDs.
# --noexons set:         Not writing exon coordinates and IDs.
# ----------------
# 12.04.2020 | 10:27:13 Detecting compression...
# 12.04.2020 | 10:27:13 Reading genes...
# Genes read:            32883
# ----------------
# 12.04.2020 | 10:27:18 Reading transcripts...
# Transcripts read:      41078
# ----------------
# 12.04.2020 | 10:27:22 Reading CDS...
# CDS read:              273952
# ----------------
# 12.04.2020 | 10:27:30 Writing output...
feature id	feature type	chr	start	end	strand	parent ids	num child features
ENSRNOT00000061954	protein_coding transcript	1	4445027	4550768	-	ENSRNOG00000042741	33
ENSRNOT00000082415	protein_coding transcript	1	4529381	4560789	-	ENSRNOG00000042741	24
ENSRNOT00000019121	protein_coding transcript	1	4637491	4653210	-	ENSRNOG00000014258	3
ENSRNOT00000079051	snoRNA transcript	1	4731937	4732067	+	ENSRNOG00000057302	0
ENSRNOT00000044325	protein_coding transcript	1	4753144	5165859	-	ENSRNOG00000014290	8
ENSRNOT00000019319	protein_coding transcript	1	4753144	5165859	-	ENSRNOG00000014290	8
ENSRNOT00000063319	miRNA transcript	1	5168027	5168116	-	ENSRNOG00000041566	0
ENSRNOT00000019345	processed_pseudogene transcript	1	5238340	5238900	-	ENSRNOG00000014431	0
ENSRNOT00000019893	protein_coding transcript	1	5240180	5313054	+	ENSRNOG00000014450	30
ENSRNOT00000088292	protein_coding transcript	1	5240197	5313041	+	ENSRNOG00000014450	29
ENSRNOT00000019918	protein_coding transcript	1	5366379	5388069	+	ENSRNOG00000014852	2
ENSRNOT00000080290	snoRNA transcript	1	5437972	5438109	-	ENSRNOG00000052274	0
ENSRNOT00000061930	protein_coding transcript	1	5448958	5571512	+	ENSRNOG00000040242	4
ENSRNOT00000091247	snoRNA transcript	1	5740144	5740273	+	ENSRNOG00000054906	0
ENSRNOT00000082128	snoRNA transcript	1	6038601	6038727	+	ENSRNOG00000058048	0
ENSRNOT00000091348	pseudogene transcript	1	6278881	6279793	-	ENSRNOG00000051844	0
ENSRNOT00000088346	snoRNA transcript	1	6440055	6440244	+	ENSRNOG00000053880	0
ENSRNOT00000086574	protein_coding transcript	1	6451810	6903486	-	ENSRNOG00000011058	74
ENSRNOT00000016273	protein_coding transcript	1	6453549	6970040	-	ENSRNOG00000011058	74
ENSRNOT00000019983	protein_coding transcript	1	7039162	7064870	-	ENSRNOG00000014902	1
ENSRNOT00000019994	protein_coding transcript	1	7101715	7102426	+	ENSRNOG00000014908	1
ENSRNOT00000054432	miRNA transcript	1	7171507	7171614	+	ENSRNOG00000036310	0
ENSRNOT00000030329	protein_coding transcript	1	7252349	7259035	+	ENSRNOG00000025587	2
ENSRNOT00000066725	protein_coding transcript	1	7294027	7322424	-	ENSRNOG00000042705	7
ENSRNOT00000081112	protein_coding transcript	1	7294055	7322455	-	ENSRNOG00000042705	6
ENSRNOT00000056227	protein_coding transcript	1	7305658	7313200	+	ENSRNOG00000043188	2
ENSRNOT00000020453	protein_coding transcript	1	7323040	7335936	-	ENSRNOG00000015217	11
ENSRNOT00000048754	protein_coding transcript	1	7355154	7480825	-	ENSRNOG00000015473	12
ENSRNOT00000088558	protein_coding transcript	1	7364079	7443863	-	ENSRNOG00000015473	11
ENSRNOT00000020946	protein_coding transcript	1	7658890	7673683	+	ENSRNOG00000015551	7
ENSRNOT00000021524	protein_coding transcript	1	7685338	7726401	-	ENSRNOG00000015660	12
ENSRNOT00000073460	protein_coding transcript	1	7726529	7742484	+	ENSRNOG00000046983	11
ENSRNOT00000022273	protein_coding transcript	1	7800941	7801438	-	ENSRNOG00000016624	2
ENSRNOT00000046539	protein_coding transcript	1	7816838	8038665	-	ENSRNOG00000010753	6
ENSRNOT00000015131	protein_coding transcript	1	8310577	8333885	+	ENSRNOG00000011015	6
ENSRNOT00000003628	processed_pseudogene transcript	1	8465333	8466091	-	ENSRNOG00000011399	0
ENSRNOT00000030511	protein_coding transcript	1	8593075	8751198	-	ENSRNOG00000011411	25
ENSRNOT00000075850	protein_coding transcript	1	8830411	8878244	-	ENSRNOG00000011540	8
ENSRNOT00000064836	protein_coding transcript	1	8830412	8878136	-	ENSRNOG00000011540	7
ENSRNOT00000016102	protein_coding transcript	1	8883961	8885967	-	ENSRNOG00000012092	3
ENSRNOT00000076049	protein_coding transcript	1	8933831	8944987	+	ENSRNOG00000012103	2
ENSRNOT00000016215	protein_coding transcript	1	8933901	8944961	+	ENSRNOG00000012103	11
ENSRNOT00000089566	snoRNA transcript	1	9201884	9202014	+	ENSRNOG00000059930	0
ENSRNOT00000085963	lincRNA transcript	1	9848303	9849453	+	ENSRNOG00000059032	0
ENSRNOT00000084100	snRNA transcript	1	10193440	10193504	+	ENSRNOG00000056005	0
ENSRNOT00000084106	snRNA transcript	1	10195251	10195312	+	ENSRNOG00000055342	0
ENSRNOT00000072568	miRNA transcript	1	10206594	10206692	-	ENSRNOG00000047798	0
ENSRNOT00000078557	miRNA transcript	1	10775639	10775765	+	ENSRNOG00000059769	0
ENSRNOT00000072832	protein_coding transcript	1	11758230	11759168	+	ENSRNOG00000047193	1
ENSRNOT00000081586	lincRNA transcript	1	11766992	11772215	+	ENSRNOG00000060990	0
ENSRNOT00000082588	lincRNA transcript	1	11834038	11840581	-	ENSRNOG00000058425	0
ENSRNOT00000089608	protein_coding transcript	1	11873206	11873466	+	ENSRNOG00000055421	1
ENSRNOT00000089050	rRNA transcript	1	11906441	11906593	-	ENSRNOG00000051831	0
ENSRNOT00000081180	misc_RNA transcript	1	11915537	11915623	-	ENSRNOG00000052007	0
ENSRNOT00000088595	misc_RNA transcript	1	11962750	11962836	+	ENSRNOG00000061685	0
ENSRNOT00000074325	protein_coding transcript	1	11963836	11968939	+	ENSRNOG00000047746	5
ENSRNOT00000090107	rRNA transcript	1	11970092	11970244	+	ENSRNOG00000053888	0
ENSRNOT00000087086	miRNA transcript	1	11974142	11974190	+	ENSRNOG00000055836	0
ENSRNOT00000085584	miRNA transcript	1	11975022	11975070	+	ENSRNOG00000060657	0
ENSRNOT00000078330	lincRNA transcript	1	11982257	11995787	-	ENSRNOG00000059898	0
ENSRNOT00000086689	lincRNA transcript	1	11982257	11995787	-	ENSRNOG00000059898	0
ENSRNOT00000087070	lincRNA transcript	1	12006598	12136637	+	ENSRNOG00000055789	0
ENSRNOT00000093439	protein_coding transcript	1	12006660	12128845	+	ENSRNOG00000062232	3
ENSRNOT00000082324	lincRNA transcript	1	12400648	12410192	+	ENSRNOG00000055660	0
ENSRNOT00000079436	lincRNA transcript	1	12483436	12485729	-	ENSRNOG00000060284	0
ENSRNOT00000085926	lincRNA transcript	1	12683024	12757959	-	ENSRNOG00000056019	0
ENSRNOT00000087902	lincRNA transcript	1	12776937	12798803	-	ENSRNOG00000059861	0
ENSRNOT00000086790	protein_coding transcript	1	12823363	12825786	+	ENSRNOG00000056940	1
ENSRNOT00000082011	pseudogene transcript	1	12906899	12908181	+	ENSRNOG00000055972	0
ENSRNOT00000089066	protein_coding transcript	1	12915734	12961670	+	ENSRNOG00000060021	9
ENSRNOT00000078193	protein_coding transcript	1	12952553	12952906	-	ENSRNOG00000060610	1
ENSRNOT00000081259	protein_coding transcript	1	13036909	13050644	-	ENSRNOG00000060972	3
ENSRNOT00000084870	protein_coding transcript	1	13165572	13175876	-	ENSRNOG00000051450	2
ENSRNOT00000089607	protein_coding transcript	1	13212324	13298347	+	ENSRNOG00000059224	25
ENSRNOT00000090703	protein_coding transcript	1	13261876	13298343	+	ENSRNOG00000059224	19
ENSRNOT00000079531	protein_coding transcript	1	13302256	13341952	-	ENSRNOG00000055142	24
ENSRNOT00000081716	lincRNA transcript	1	13344901	13382067	-	ENSRNOG00000052189	0
ENSRNOT00000090103	lincRNA transcript	1	13378753	13382067	-	ENSRNOG00000052189	0
ENSRNOT00000084609	lincRNA transcript	1	13351242	13354315	+	ENSRNOG00000053331	0
ENSRNOT00000085519	protein_coding transcript	1	13384156	13395370	-	ENSRNOG00000053347	5
ENSRNOT00000089250	snRNA transcript	1	13582340	13582424	-	ENSRNOG00000059393	0
ENSRNOT00000079250	protein_coding transcript	1	13595295	13705396	+	ENSRNOG00000060603	8
ENSRNOT00000079522	protein_coding transcript	1	13714440	13719829	-	ENSRNOG00000053735	4
ENSRNOT00000083696	miRNA transcript	1	13723249	13723349	+	ENSRNOG00000053184	0
ENSRNOT00000015927	protein_coding transcript	1	13838707	13915594	-	ENSRNOG00000011460	26
ENSRNOT00000004344	protein_coding transcript	1	14115148	14117021	-	ENSRNOG00000025799	1
ENSRNOT00000016037	protein_coding transcript	1	14224393	14236846	+	ENSRNOG00000011994	3
ENSRNOT00000074583	protein_coding transcript	1	14402913	14412807	-	ENSRNOG00000049517	8
ENSRNOT00000088269	lincRNA transcript	1	14507956	14512887	+	ENSRNOG00000058088	0
ENSRNOT00000077965	lincRNA transcript	1	14527716	14549472	+	ENSRNOG00000054373	0
ENSRNOT00000016048	protein_coding transcript	1	14797766	14799835	+	ENSRNOG00000012057	1
ENSRNOT00000085786	lincRNA transcript	1	14938230	14950781	+	ENSRNOG00000053291	0
ENSRNOT00000081876	lincRNA transcript	1	14938230	14945756	+	ENSRNOG00000053291	0
ENSRNOT00000016286	protein_coding transcript	1	15062432	15080907	+	ENSRNOG00000012074	7
ENSRNOT00000016354	protein_coding transcript	1	15093599	15106954	+	ENSRNOG00000012259	5
ENSRNOT00000050656	protein_coding transcript	1	15180328	15222785	+	ENSRNOG00000012286	7
ENSRNOT00000081461	lincRNA transcript	1	15247333	15255928	+	ENSRNOG00000057719	0
ENSRNOT00000016400	protein_coding transcript	1	15298526	15301998	-	ENSRNOG00000012311	2
ENSRNOT00000016728	protein_coding transcript	1	15311770	15374850	-	ENSRNOG00000012322	10
ENSRNOT00000051496	protein_coding transcript	1	15412603	15613746	+	ENSRNOG00000031700	32
ENSRNOT00000067070	protein_coding transcript	1	15412603	15613746	+	ENSRNOG00000031700	31
ENSRNOT00000091752	snoRNA transcript	1	15540605	15540739	-	ENSRNOG00000054452	0
ENSRNOT00000017401	protein_coding transcript	1	15620653	15748196	+	ENSRNOG00000012701	16
ENSRNOT00000079845	protein_coding transcript	1	15642153	15748203	+	ENSRNOG00000012701	18
ENSRNOT00000079244	snRNA transcript	1	15778173	15778279	+	ENSRNOG00000053505	0
ENSRNOT00000088025	protein_coding transcript	1	15782477	15860624	+	ENSRNOG00000058050	25
ENSRNOT00000089966	protein_coding transcript	1	15782477	15860624	+	ENSRNOG00000058050	24
ENSRNOT00000078589	protein_coding transcript	1	15799853	15826636	+	ENSRNOG00000058050	11
ENSRNOT00000079069	protein_coding transcript	1	15834779	15850422	+	ENSRNOG00000058050	8
ENSRNOT00000083012	protein_coding transcript	1	15834878	15847768	+	ENSRNOG00000058050	8
ENSRNOT00000078586	protein_coding transcript	1	15893533	16203909	-	ENSRNOG00000013436	13
ENSRNOT00000018556	protein_coding transcript	1	15893533	16203838	-	ENSRNOG00000013436	14
ENSRNOT00000089467	snoRNA transcript	1	16389826	16389966	+	ENSRNOG00000058518	0
ENSRNOT00000081799	lincRNA transcript	1	16449176	16463107	+	ENSRNOG00000053617	0
ENSRNOT00000019076	protein_coding transcript	1	16478127	16601769	+	ENSRNOG00000013969	23
ENSRNOT00000091376	protein_coding transcript	1	16659442	16687817	-	ENSRNOG00000055858	19
ENSRNOT00000081620	protein_coding transcript	1	16659442	16687817	-	ENSRNOG00000055858	18
ENSRNOT00000019734	protein_coding transcript	1	16819170	16896219	+	ENSRNOG00000014531	19
ENSRNOT00000086756	protein_coding transcript	1	16819249	16895650	+	ENSRNOG00000014531	19
ENSRNOT00000020015	protein_coding transcript	1	16910069	16930481	+	ENSRNOG00000014907	7
ENSRNOT00000084087	lincRNA transcript	1	16958481	16967945	-	ENSRNOG00000052464	0
ENSRNOT00000087422	snRNA transcript	1	16969943	16970046	+	ENSRNOG00000058612	0
ENSRNOT00000072759	protein_coding transcript	1	16987382	16989482	-	ENSRNOG00000048762	3
ENSRNOT00000079604	ribozyme transcript	1	16995739	16995982	+	ENSRNOG00000058363	0
ENSRNOT00000020102	protein_coding transcript	1	17171631	17378047	-	ENSRNOG00000014979	5
ENSRNOT00000091657	lincRNA transcript	1	17432106	17432481	+	ENSRNOG00000055971	0
ENSRNOT00000020988	protein_coding transcript	1	17446417	18058055	-	ENSRNOG00000047605	30
ENSRNOT00000075461	protein_coding transcript	1	17602281	17625197	+	ENSRNOG00000046617	4
ENSRNOT00000073419	miRNA transcript	1	18086052	18086154	-	ENSRNOG00000047754	0
ENSRNOT00000029394	protein_coding transcript	1	18353812	18354534	+	ENSRNOG00000028519	2
ENSRNOT00000079138	protein_coding transcript	1	18491384	19143269	+	ENSRNOG00000011134	64
ENSRNOT00000014917	protein_coding transcript	1	18491384	19143269	+	ENSRNOG00000011134	64
ENSRNOT00000075402	protein_coding transcript	1	18511024	18511695	-	ENSRNOG00000046438	1
ENSRNOT00000088635	snRNA transcript	1	18578036	18578142	+	ENSRNOG00000057281	0
ENSRNOT00000088410	snRNA transcript	1	19151129	19151235	-	ENSRNOG00000058772	0
ENSRNOT00000015547	protein_coding transcript	1	19227121	19376301	-	ENSRNOG00000011245	15
ENSRNOT00000045386	protein_coding transcript	1	19521208	19522171	-	ENSRNOG00000030796	3
ENSRNOT00000085289	lincRNA transcript	1	19638106	19640329	-	ENSRNOG00000051380	0
ENSRNOT00000081174	lincRNA transcript	1	19638520	19640329	-	ENSRNOG00000051380	0
ENSRNOT00000088342	lincRNA transcript	1	19638520	19640329	-	ENSRNOG00000051380	0
ENSRNOT00000061404	protein_coding transcript	1	20022793	20097099	+	ENSRNOG00000011720	20
ENSRNOT00000044222	processed_pseudogene transcript	1	20115995	20116513	+	ENSRNOG00000033517	0
ENSRNOT00000061389	protein_coding transcript	1	20125966	20155960	-	ENSRNOG00000039955	7
ENSRNOT00000071371	pseudogene transcript	1	20238386	20243910	-	ENSRNOG00000050801	0
ENSRNOT00000071903	pseudogene transcript	1	20331886	20332466	-	ENSRNOG00000049569	0
ENSRNOT00000070858	protein_coding transcript	1	20331976	20412381	+	ENSRNOG00000047783	1
ENSRNOT00000037259	protein_coding transcript	1	20332371	20332844	+	ENSRNOG00000011855	2
ENSRNOT00000081762	snRNA transcript	1	20388991	20389124	+	ENSRNOG00000053931	0
ENSRNOT00000036049	protein_coding transcript	1	20417008	20417637	-	ENSRNOG00000026462	1
ENSRNOT00000089617	lincRNA transcript	1	20735756	20737305	-	ENSRNOG00000056218	0
ENSRNOT00000071726	protein_coding transcript	1	20856187	20877716	+	ENSRNOG00000047821	2
ENSRNOT00000061332	protein_coding transcript	1	20893995	20962526	-	ENSRNOG00000012346	18
ENSRNOT00000017322	protein_coding transcript	1	20893995	20962526	-	ENSRNOG00000012346	16
ENSRNOT00000017412	protein_coding transcript	1	20893995	20962526	-	ENSRNOG00000012346	15
ENSRNOT00000079688	protein_coding transcript	1	20893995	20962526	-	ENSRNOG00000012346	16
ENSRNOT00000017417	protein_coding transcript	1	20893995	20962526	-	ENSRNOG00000012346	14
ENSRNOT00000017617	protein_coding transcript	1	21141970	21263850	+	ENSRNOG00000013202	8
ENSRNOT00000086275	pseudogene transcript	1	21145360	21146846	-	ENSRNOG00000055111	0
ENSRNOT00000085121	snoRNA transcript	1	21165673	21165796	+	ENSRNOG00000054921	0
ENSRNOT00000078878	lincRNA transcript	1	21405802	21434888	-	ENSRNOG00000053999	0
ENSRNOT00000089983	lincRNA transcript	1	21437789	21465729	+	ENSRNOG00000052696	0
ENSRNOT00000017911	protein_coding transcript	1	21525421	21537863	+	ENSRNOG00000013304	8
ENSRNOT00000032424	protein_coding transcript	1	21539765	21586910	-	ENSRNOG00000013422	29
ENSRNOT00000018695	protein_coding transcript	1	21613148	21684480	+	ENSRNOG00000013791	25
ENSRNOT00000083359	lincRNA transcript	1	21704119	21704809	-	ENSRNOG00000053913	0
ENSRNOT00000019519	protein_coding transcript	1	21748261	21813371	+	ENSRNOG00000013994	25
ENSRNOT00000020528	protein_coding transcript	1	21851660	21854773	-	ENSRNOG00000015036	5
ENSRNOT00000089196	protein_coding transcript	1	21851660	21854763	-	ENSRNOG00000015036	4
ENSRNOT00000061234	protein_coding transcript	1	22124495	22206505	-	ENSRNOG00000015321	12
ENSRNOT00000021318	protein_coding transcript	1	22241661	22281788	-	ENSRNOG00000015670	9
ENSRNOT00000081804	protein_coding transcript	1	22242718	22269831	-	ENSRNOG00000015670	9
ENSRNOT00000038523	protein_coding transcript	1	22319353	22320369	+	ENSRNOG00000026096	1
ENSRNOT00000091252	protein_coding transcript	1	22332090	22350348	+	ENSRNOG00000056705	4
ENSRNOT00000043157	protein_coding transcript	1	22364551	22365675	+	ENSRNOG00000048934	1
ENSRNOT00000044098	protein_coding transcript	1	22402878	22404002	-	ENSRNOG00000030414	1
ENSRNOT00000061221	pseudogene transcript	1	22430440	22431506	-	ENSRNOG00000039872	0
ENSRNOT00000043436	protein_coding transcript	1	22451225	22452301	-	ENSRNOG00000048072	1
ENSRNOT00000086202	lincRNA transcript	1	22453877	22455381	-	ENSRNOG00000052726	0
ENSRNOT00000044271	protein_coding transcript	1	22465092	22466168	-	ENSRNOG00000048265	1
ENSRNOT00000046379	protein_coding transcript	1	22479446	22480522	-	ENSRNOG00000046903	1
ENSRNOT00000051416	protein_coding transcript	1	22487055	22488131	-	ENSRNOG00000045914	1
ENSRNOT00000050763	protein_coding transcript	1	22507094	22508170	-	ENSRNOG00000047825	1
ENSRNOT00000021559	protein_coding transcript	1	22518560	22519636	-	ENSRNOG00000046302	1
ENSRNOT00000021545	pseudogene transcript	1	22528743	22529735	+	ENSRNOG00000016095	0
ENSRNOT00000021529	protein_coding transcript	1	22536199	22537236	+	ENSRNOG00000016089	1
ENSRNOT00000061209	protein_coding transcript	1	22547662	22548675	-	ENSRNOG00000039869	1
ENSRNOT00000047810	protein_coding transcript	1	22558787	22559830	-	ENSRNOG00000029877	1
ENSRNOT00000035539	protein_coding transcript	1	22569275	22570303	-	ENSRNOG00000025982	1
ENSRNOT00000035424	protein_coding transcript	1	22578025	22581994	-	ENSRNOG00000025951	2
ENSRNOT00000021510	protein_coding transcript	1	22595477	22596475	-	ENSRNOG00000016073	1
ENSRNOT00000021694	protein_coding transcript	1	22614783	22625204	-	ENSRNOG00000016219	7
ENSRNOT00000021896	protein_coding transcript	1	22649081	22661377	-	ENSRNOG00000039865	7
ENSRNOT00000021944	protein_coding transcript	1	22705916	22748422	-	ENSRNOG00000016371	14
ENSRNOT00000089045	lincRNA transcript	1	22757012	22758012	-	ENSRNOG00000060376	0
ENSRNOT00000022184	protein_coding transcript	1	22758212	22760370	+	ENSRNOG00000016411	5
ENSRNOT00000083652	snoRNA transcript	1	22758917	22758990	+	ENSRNOG00000057952	0
ENSRNOT00000077255	snoRNA transcript	1	22759629	22759703	+	ENSRNOG00000061678	0
ENSRNOT00000084929	snoRNA transcript	1	22759963	22760089	+	ENSRNOG00000054517	0
ENSRNOT00000022362	protein_coding transcript	1	23409408	23610164	+	ENSRNOG00000016627	16
ENSRNOT00000072943	protein_coding transcript	1	23543426	23556241	-	ENSRNOG00000048248	8
ENSRNOT00000022798	protein_coding transcript	1	23906717	23909566	+	ENSRNOG00000016700	2
ENSRNOT00000014805	protein_coding transcript	1	23977688	24002506	+	ENSRNOG00000011114	6
ENSRNOT00000015566	protein_coding transcript	1	24003625	24056373	-	ENSRNOG00000011161	5
ENSRNOT00000081325	lincRNA transcript	1	24072549	24073514	-	ENSRNOG00000051597	0
ENSRNOT00000085871	lincRNA transcript	1	24076918	24081784	+	ENSRNOG00000057722	0
ENSRNOT00000083452	protein_coding transcript	1	24185435	24302298	-	ENSRNOG00000011815	14
ENSRNOT00000040736	protein_coding transcript	1	24185456	24193567	-	ENSRNOG00000011815	12
ENSRNOT00000061157	protein_coding transcript	1	24185456	24191908	-	ENSRNOG00000011815	12
ENSRNOT00000016121	protein_coding transcript	1	24185456	24190896	-	ENSRNOG00000011815	12
ENSRNOT00000080874	snoRNA transcript	1	24306050	24306156	+	ENSRNOG00000059690	0
ENSRNOT00000085090	snRNA transcript	1	24333769	24333875	-	ENSRNOG00000051379	0
ENSRNOT00000081175	protein_coding transcript	1	24571240	24604400	-	ENSRNOG00000059251	2
ENSRNOT00000090333	lincRNA transcript	1	24609863	24610641	-	ENSRNOG00000061761	0
ENSRNOT00000080217	lincRNA transcript	1	24737825	24740179	+	ENSRNOG00000056881	0
ENSRNOT00000090824	lincRNA transcript	1	24825371	24828485	+	ENSRNOG00000055637	0
ENSRNOT00000077927	protein_coding transcript	1	24854907	24858316	-	ENSRNOG00000058047	4
ENSRNOT00000049208	protein_coding transcript	1	24889958	24891461	-	ENSRNOG00000052999	2
ENSRNOT00000075616	protein_coding transcript	1	24900858	24905169	+	ENSRNOG00000048976	6
ENSRNOT00000043416	protein_coding transcript	1	24922304	24924918	-	ENSRNOG00000048796	3
ENSRNOT00000074143	protein_coding transcript	1	24981823	24982606	-	ENSRNOG00000054246	2
ENSRNOT00000016518	protein_coding transcript	1	25173242	25296137	+	ENSRNOG00000012122	5
ENSRNOT00000092830	protein_coding transcript	1	25174456	25296927	+	ENSRNOG00000012122	5
ENSRNOT00000092820	processed_pseudogene transcript	1	25253270	25254279	-	ENSRNOG00000062105	0
ENSRNOT00000092761	processed_pseudogene transcript	1	25262796	25263797	-	ENSRNOG00000062163	0
ENSRNOT00000092807	processed_pseudogene transcript	1	25355309	25357433	+	ENSRNOG00000062138	0
ENSRNOT00000090388	protein_coding transcript	1	25403390	25839198	-	ENSRNOG00000012609	38
ENSRNOT00000042072	protein_coding transcript	1	25405369	25839345	-	ENSRNOG00000012609	38
ENSRNOT00000093030	non_stop_decay transcript	1	25655253	25787619	-	ENSRNOG00000012609	8
ENSRNOT00000092757	protein_coding transcript	1	25716396	25839279	-	ENSRNOG00000012609	8
ENSRNOT00000082372	snRNA transcript	1	27472395	27472501	-	ENSRNOG00000058582	0
ENSRNOT00000075427	protein_coding transcript	1	27476375	28159290	+	ENSRNOG00000029608	6
ENSRNOT00000047224	protein_coding transcript	1	27476375	28155831	+	ENSRNOG00000029608	6
