node.label,clade,node.type,orig.node.label,num.genes.full,num.genes.partial,num.genes.descendant.counted,num.genes.discordant,num.genes.missing,num.ps.genes,ps.gene.list
Berylmys_mackenziei_ABTC116402,Berylmys_mackenziei_ABTC116402,tip,NA,6608.0,0.0,0.0,0.0,4922.0,27.0,ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000074454-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000044645-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000037113-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000037340-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000137503-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000054804-mafft-cds.filter.csv;ENSMUSP00000015333-mafft-cds.filter.csv;ENSMUSP00000117822-mafft-cds.filter.csv;ENSMUSP00000078469-mafft-cds.filter.csv;ENSMUSP00000095051-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv;ENSMUSP00000104199-mafft-cds.filter.csv
Nesokia_indica_ABTC117074,Nesokia_indica_ABTC117074,tip,NA,7959.0,0.0,0.0,0.0,3571.0,40.0,ENSMUSP00000099922-mafft-cds.filter.csv;ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000140593-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000058253-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000000314-mafft-cds.filter.csv;ENSMUSP00000045598-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000001059-mafft-cds.filter.csv;ENSMUSP00000037340-mafft-cds.filter.csv;ENSMUSP00000041744-mafft-cds.filter.csv;ENSMUSP00000114584-mafft-cds.filter.csv;ENSMUSP00000071777-mafft-cds.filter.csv;ENSMUSP00000139309-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000157424-mafft-cds.filter.csv;ENSMUSP00000064048-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000100996-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000054804-mafft-cds.filter.csv;ENSMUSP00000015333-mafft-cds.filter.csv;ENSMUSP00000041308-mafft-cds.filter.csv;ENSMUSP00000064967-mafft-cds.filter.csv;ENSMUSP00000078469-mafft-cds.filter.csv;ENSMUSP00000099606-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv;ENSMUSP00000104199-mafft-cds.filter.csv
Bandicota_indica_ABTC119185,Bandicota_indica_ABTC119185,tip,NA,8573.0,0.0,0.0,0.0,2957.0,42.0,ENSMUSP00000130594-mafft-cds.filter.csv;ENSMUSP00000099922-mafft-cds.filter.csv;ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000074454-mafft-cds.filter.csv;ENSMUSP00000005175-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000058253-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000000314-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000027144-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000114584-mafft-cds.filter.csv;ENSMUSP00000139309-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000031090-mafft-cds.filter.csv;ENSMUSP00000064048-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000137503-mafft-cds.filter.csv;ENSMUSP00000100996-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000054804-mafft-cds.filter.csv;ENSMUSP00000041308-mafft-cds.filter.csv;ENSMUSP00000117822-mafft-cds.filter.csv;ENSMUSP00000078469-mafft-cds.filter.csv;ENSMUSP00000106117-mafft-cds.filter.csv;ENSMUSP00000112130-mafft-cds.filter.csv;ENSMUSP00000108610-mafft-cds.filter.csv;ENSMUSP00000104955-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv;ENSMUSP00000103178-mafft-cds.filter.csv;ENSMUSP00000104199-mafft-cds.filter.csv
Rattus_exulans_sample1,Rattus_exulans_sample1,tip,NA,9094.0,0.0,0.0,0.0,2436.0,49.0,ENSMUSP00000099922-mafft-cds.filter.csv;ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000074454-mafft-cds.filter.csv;ENSMUSP00000140593-mafft-cds.filter.csv;ENSMUSP00000005175-mafft-cds.filter.csv;ENSMUSP00000021116-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000044645-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000058253-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000000314-mafft-cds.filter.csv;ENSMUSP00000045598-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000037113-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000027144-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000140693-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000001059-mafft-cds.filter.csv;ENSMUSP00000037340-mafft-cds.filter.csv;ENSMUSP00000041744-mafft-cds.filter.csv;ENSMUSP00000114584-mafft-cds.filter.csv;ENSMUSP00000071777-mafft-cds.filter.csv;ENSMUSP00000139309-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000157424-mafft-cds.filter.csv;ENSMUSP00000031090-mafft-cds.filter.csv;ENSMUSP00000064048-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000100996-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000106305-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000041308-mafft-cds.filter.csv;ENSMUSP00000064967-mafft-cds.filter.csv;ENSMUSP00000117822-mafft-cds.filter.csv;ENSMUSP00000078469-mafft-cds.filter.csv;ENSMUSP00000112130-mafft-cds.filter.csv;ENSMUSP00000104955-mafft-cds.filter.csv;ENSMUSP00000095051-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv
rnor6,rnor6,tip,NA,8898.0,0.0,0.0,0.0,2632.0,63.0,ENSMUSP00000130594-mafft-cds.filter.csv;ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000114074-mafft-cds.filter.csv;ENSMUSP00000074454-mafft-cds.filter.csv;ENSMUSP00000140593-mafft-cds.filter.csv;ENSMUSP00000005175-mafft-cds.filter.csv;ENSMUSP00000051864-mafft-cds.filter.csv;ENSMUSP00000021116-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000044645-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000058253-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000001027-mafft-cds.filter.csv;ENSMUSP00000000314-mafft-cds.filter.csv;ENSMUSP00000045598-mafft-cds.filter.csv;ENSMUSP00000130636-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000037113-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000027144-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000140693-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000133279-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000001059-mafft-cds.filter.csv;ENSMUSP00000037340-mafft-cds.filter.csv;ENSMUSP00000041744-mafft-cds.filter.csv;ENSMUSP00000114584-mafft-cds.filter.csv;ENSMUSP00000071777-mafft-cds.filter.csv;ENSMUSP00000139309-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000157424-mafft-cds.filter.csv;ENSMUSP00000031090-mafft-cds.filter.csv;ENSMUSP00000111134-mafft-cds.filter.csv;ENSMUSP00000064048-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000137503-mafft-cds.filter.csv;ENSMUSP00000100996-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000106305-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000054804-mafft-cds.filter.csv;ENSMUSP00000015333-mafft-cds.filter.csv;ENSMUSP00000041308-mafft-cds.filter.csv;ENSMUSP00000064967-mafft-cds.filter.csv;ENSMUSP00000117822-mafft-cds.filter.csv;ENSMUSP00000106117-mafft-cds.filter.csv;ENSMUSP00000112130-mafft-cds.filter.csv;ENSMUSP00000108610-mafft-cds.filter.csv;ENSMUSP00000104955-mafft-cds.filter.csv;ENSMUSP00000095051-mafft-cds.filter.csv;ENSMUSP00000099606-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000025986-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv;ENSMUSP00000103178-mafft-cds.filter.csv;ENSMUSP00000104199-mafft-cds.filter.csv
Tarsomys_apoensis_KU167148,Tarsomys_apoensis_KU167148,tip,NA,9651.0,0.0,0.0,0.0,1879.0,56.0,ENSMUSP00000130594-mafft-cds.filter.csv;ENSMUSP00000099922-mafft-cds.filter.csv;ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000074454-mafft-cds.filter.csv;ENSMUSP00000140593-mafft-cds.filter.csv;ENSMUSP00000005175-mafft-cds.filter.csv;ENSMUSP00000051864-mafft-cds.filter.csv;ENSMUSP00000021116-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000044645-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000058253-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000001027-mafft-cds.filter.csv;ENSMUSP00000000314-mafft-cds.filter.csv;ENSMUSP00000045598-mafft-cds.filter.csv;ENSMUSP00000130636-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000037113-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000027144-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000140693-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000037340-mafft-cds.filter.csv;ENSMUSP00000041744-mafft-cds.filter.csv;ENSMUSP00000114584-mafft-cds.filter.csv;ENSMUSP00000139309-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000157424-mafft-cds.filter.csv;ENSMUSP00000031090-mafft-cds.filter.csv;ENSMUSP00000064048-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000137503-mafft-cds.filter.csv;ENSMUSP00000100996-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000054804-mafft-cds.filter.csv;ENSMUSP00000041308-mafft-cds.filter.csv;ENSMUSP00000064967-mafft-cds.filter.csv;ENSMUSP00000117822-mafft-cds.filter.csv;ENSMUSP00000078469-mafft-cds.filter.csv;ENSMUSP00000112130-mafft-cds.filter.csv;ENSMUSP00000108610-mafft-cds.filter.csv;ENSMUSP00000104955-mafft-cds.filter.csv;ENSMUSP00000095051-mafft-cds.filter.csv;ENSMUSP00000099606-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv;ENSMUSP00000103178-mafft-cds.filter.csv;ENSMUSP00000104199-mafft-cds.filter.csv
Limnomys_sibuanus_FMNH147948,Limnomys_sibuanus_FMNH147948,tip,NA,9997.0,0.0,0.0,0.0,1533.0,56.0,ENSMUSP00000130594-mafft-cds.filter.csv;ENSMUSP00000099922-mafft-cds.filter.csv;ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000088227-mafft-cds.filter.csv;ENSMUSP00000074454-mafft-cds.filter.csv;ENSMUSP00000140593-mafft-cds.filter.csv;ENSMUSP00000005175-mafft-cds.filter.csv;ENSMUSP00000051864-mafft-cds.filter.csv;ENSMUSP00000021116-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000044645-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000058253-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000000314-mafft-cds.filter.csv;ENSMUSP00000045598-mafft-cds.filter.csv;ENSMUSP00000130636-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000037113-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000027144-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000140693-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000001059-mafft-cds.filter.csv;ENSMUSP00000037340-mafft-cds.filter.csv;ENSMUSP00000114584-mafft-cds.filter.csv;ENSMUSP00000139309-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000157424-mafft-cds.filter.csv;ENSMUSP00000031090-mafft-cds.filter.csv;ENSMUSP00000064048-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000137503-mafft-cds.filter.csv;ENSMUSP00000100996-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000054804-mafft-cds.filter.csv;ENSMUSP00000015333-mafft-cds.filter.csv;ENSMUSP00000041308-mafft-cds.filter.csv;ENSMUSP00000064967-mafft-cds.filter.csv;ENSMUSP00000117822-mafft-cds.filter.csv;ENSMUSP00000078469-mafft-cds.filter.csv;ENSMUSP00000112130-mafft-cds.filter.csv;ENSMUSP00000108610-mafft-cds.filter.csv;ENSMUSP00000104955-mafft-cds.filter.csv;ENSMUSP00000095051-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000025986-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv;ENSMUSP00000103178-mafft-cds.filter.csv
Rattus_xanthurus_LSUMZ39196,Rattus_xanthurus_LSUMZ39196,tip,NA,10155.0,0.0,0.0,0.0,1375.0,59.0,ENSMUSP00000130594-mafft-cds.filter.csv;ENSMUSP00000099922-mafft-cds.filter.csv;ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000114074-mafft-cds.filter.csv;ENSMUSP00000088227-mafft-cds.filter.csv;ENSMUSP00000074454-mafft-cds.filter.csv;ENSMUSP00000140593-mafft-cds.filter.csv;ENSMUSP00000005175-mafft-cds.filter.csv;ENSMUSP00000021116-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000044645-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000058253-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000001027-mafft-cds.filter.csv;ENSMUSP00000000314-mafft-cds.filter.csv;ENSMUSP00000045598-mafft-cds.filter.csv;ENSMUSP00000130636-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000037113-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000027144-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000140693-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000001059-mafft-cds.filter.csv;ENSMUSP00000037340-mafft-cds.filter.csv;ENSMUSP00000041744-mafft-cds.filter.csv;ENSMUSP00000114584-mafft-cds.filter.csv;ENSMUSP00000071777-mafft-cds.filter.csv;ENSMUSP00000139309-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000157424-mafft-cds.filter.csv;ENSMUSP00000031090-mafft-cds.filter.csv;ENSMUSP00000064048-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000137503-mafft-cds.filter.csv;ENSMUSP00000100996-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000054804-mafft-cds.filter.csv;ENSMUSP00000015333-mafft-cds.filter.csv;ENSMUSP00000041308-mafft-cds.filter.csv;ENSMUSP00000064967-mafft-cds.filter.csv;ENSMUSP00000117822-mafft-cds.filter.csv;ENSMUSP00000078469-mafft-cds.filter.csv;ENSMUSP00000112130-mafft-cds.filter.csv;ENSMUSP00000108610-mafft-cds.filter.csv;ENSMUSP00000104955-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000025986-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv;ENSMUSP00000103178-mafft-cds.filter.csv;ENSMUSP00000104199-mafft-cds.filter.csv
Rattus_morotaiensis_ASAM29,Rattus_morotaiensis_ASAM29,tip,NA,10380.0,0.0,0.0,0.0,1150.0,57.0,ENSMUSP00000130594-mafft-cds.filter.csv;ENSMUSP00000099922-mafft-cds.filter.csv;ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000114074-mafft-cds.filter.csv;ENSMUSP00000074454-mafft-cds.filter.csv;ENSMUSP00000140593-mafft-cds.filter.csv;ENSMUSP00000005175-mafft-cds.filter.csv;ENSMUSP00000051864-mafft-cds.filter.csv;ENSMUSP00000021116-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000044645-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000058253-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000001027-mafft-cds.filter.csv;ENSMUSP00000000314-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000037113-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000027144-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000140693-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000001059-mafft-cds.filter.csv;ENSMUSP00000037340-mafft-cds.filter.csv;ENSMUSP00000114584-mafft-cds.filter.csv;ENSMUSP00000071777-mafft-cds.filter.csv;ENSMUSP00000139309-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000157424-mafft-cds.filter.csv;ENSMUSP00000031090-mafft-cds.filter.csv;ENSMUSP00000064048-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000100996-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000106305-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000054804-mafft-cds.filter.csv;ENSMUSP00000015333-mafft-cds.filter.csv;ENSMUSP00000041308-mafft-cds.filter.csv;ENSMUSP00000064967-mafft-cds.filter.csv;ENSMUSP00000117822-mafft-cds.filter.csv;ENSMUSP00000078469-mafft-cds.filter.csv;ENSMUSP00000112130-mafft-cds.filter.csv;ENSMUSP00000108610-mafft-cds.filter.csv;ENSMUSP00000104955-mafft-cds.filter.csv;ENSMUSP00000095051-mafft-cds.filter.csv;ENSMUSP00000099606-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000025986-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv;ENSMUSP00000103178-mafft-cds.filter.csv;ENSMUSP00000104199-mafft-cds.filter.csv
Rattus_praetor_sample1,Rattus_praetor_sample1,tip,NA,4065.0,0.0,0.0,0.0,7465.0,19.0,ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000044645-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000037113-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000041744-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000031090-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000064967-mafft-cds.filter.csv;ENSMUSP00000095051-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv
Sundamys_annandalei_YS118,Sundamys_annandalei_YS118,tip,NA,9871.0,0.0,0.0,0.0,1659.0,52.0,ENSMUSP00000130594-mafft-cds.filter.csv;ENSMUSP00000099922-mafft-cds.filter.csv;ENSMUSP00000042303-mafft-cds.filter.csv;ENSMUSP00000074454-mafft-cds.filter.csv;ENSMUSP00000140593-mafft-cds.filter.csv;ENSMUSP00000005175-mafft-cds.filter.csv;ENSMUSP00000021116-mafft-cds.filter.csv;ENSMUSP00000076459-mafft-cds.filter.csv;ENSMUSP00000092538-mafft-cds.filter.csv;ENSMUSP00000058253-mafft-cds.filter.csv;ENSMUSP00000067318-mafft-cds.filter.csv;ENSMUSP00000000314-mafft-cds.filter.csv;ENSMUSP00000115731-mafft-cds.filter.csv;ENSMUSP00000037113-mafft-cds.filter.csv;ENSMUSP00000157371-mafft-cds.filter.csv;ENSMUSP00000088801-mafft-cds.filter.csv;ENSMUSP00000027144-mafft-cds.filter.csv;ENSMUSP00000034831-mafft-cds.filter.csv;ENSMUSP00000140693-mafft-cds.filter.csv;ENSMUSP00000112434-mafft-cds.filter.csv;ENSMUSP00000024099-mafft-cds.filter.csv;ENSMUSP00000112221-mafft-cds.filter.csv;ENSMUSP00000001059-mafft-cds.filter.csv;ENSMUSP00000037340-mafft-cds.filter.csv;ENSMUSP00000114584-mafft-cds.filter.csv;ENSMUSP00000139309-mafft-cds.filter.csv;ENSMUSP00000043250-mafft-cds.filter.csv;ENSMUSP00000157424-mafft-cds.filter.csv;ENSMUSP00000031090-mafft-cds.filter.csv;ENSMUSP00000064048-mafft-cds.filter.csv;ENSMUSP00000049063-mafft-cds.filter.csv;ENSMUSP00000033158-mafft-cds.filter.csv;ENSMUSP00000100996-mafft-cds.filter.csv;ENSMUSP00000124732-mafft-cds.filter.csv;ENSMUSP00000099487-mafft-cds.filter.csv;ENSMUSP00000054804-mafft-cds.filter.csv;ENSMUSP00000015333-mafft-cds.filter.csv;ENSMUSP00000041308-mafft-cds.filter.csv;ENSMUSP00000064967-mafft-cds.filter.csv;ENSMUSP00000117822-mafft-cds.filter.csv;ENSMUSP00000078469-mafft-cds.filter.csv;ENSMUSP00000106117-mafft-cds.filter.csv;ENSMUSP00000112130-mafft-cds.filter.csv;ENSMUSP00000108610-mafft-cds.filter.csv;ENSMUSP00000104955-mafft-cds.filter.csv;ENSMUSP00000095051-mafft-cds.filter.csv;ENSMUSP00000099606-mafft-cds.filter.csv;ENSMUSP00000075587-mafft-cds.filter.csv;ENSMUSP00000117928-mafft-cds.filter.csv;ENSMUSP00000028689-mafft-cds.filter.csv;ENSMUSP00000103178-mafft-cds.filter.csv;ENSMUSP00000104199-mafft-cds.filter.csv
